"","","South","South"
"Year","Time","pv","gas"
"2016",2342.00,3800.91,0.00
"2016",2343.00,3752.06,0.00
"2016",2344.00,3668.19,0.00
"2016",2345.00,3085.22,534.12
"2016",2346.00,1556.18,2099.11
"2016",2347.00,264.62,3581.44
"2016",2348.00,2.94,4174.92
"2016",2349.00,0.00,4905.97
"2016",2350.00,0.00,4875.56
"2016",2351.00,0.00,4701.36
"2016",2352.00,0.00,4331.78
"2016",2353.00,0.00,3918.88
"2016",2354.00,0.00,3699.52
"2016",2355.00,0.00,3552.06
"2016",2356.00,0.00,3498.60
"2016",2357.00,0.00,3494.92
"2016",2358.00,0.85,3582.54
"2016",2359.00,199.70,3512.73
"2016",2360.00,1225.65,2794.61
"2016",2361.00,2762.10,1972.45
"2016",2362.00,3594.92,1576.48
"2016",2363.00,3947.32,1376.16
"2016",2364.00,4068.65,1374.65
"2016",2365.00,4081.96,1219.40
"2016",2366.00,4055.30,1156.67
"2016",2367.00,3936.97,1274.99
"2016",2368.00,3660.56,1419.61
"2016",2369.00,3002.24,2000.50
"2016",2370.00,1502.90,3363.44
"2016",2371.00,270.80,4770.66
"2016",2372.00,3.66,5312.45
"2016",2373.00,0.00,5942.83
"2016",2374.00,0.00,5798.13
"2016",2375.00,0.00,5379.70
"2016",2376.00,0.00,4744.68
"2016",2377.00,0.00,4300.44
"2016",2378.00,0.00,4040.54
"2016",2379.00,0.00,3890.31
"2016",2380.00,0.00,3843.30
"2016",2381.00,0.00,3853.44
"2016",2382.00,0.78,3952.20
"2016",2383.00,172.22,4095.05
"2016",2384.00,1127.53,3763.69
"2016",2385.00,2698.71,3101.27
"2016",2386.00,3588.80,2523.62
"2016",2387.00,3948.79,2262.24
"2016",2388.00,4087.45,2162.30
"2016",2389.00,4102.05,1803.91
"2016",2390.00,4083.82,1971.45
"2016",2391.00,3964.22,2145.43
"2016",2392.00,3720.69,2319.84
"2016",2393.00,3054.96,2893.40
"2016",2394.00,1542.41,4276.00
"2016",2395.00,269.02,5578.88
"2016",2396.00,3.26,6057.55
"2016",2397.00,0.00,6458.04
"2016",2398.00,0.00,6264.49
"2016",2399.00,0.00,5747.44
"2016",2400.00,0.00,5036.85
"2016",2401.00,0.00,4576.02
"2016",2402.00,0.00,4258.97
"2016",2403.00,0.00,4084.78
"2016",2404.00,0.00,4020.26
"2016",2405.00,0.00,4066.34
"2016",2406.00,1.22,4156.37
"2016",2407.00,175.27,4286.46
"2016",2408.00,1051.61,4004.59
"2016",2409.00,2456.27,3502.23
"2016",2410.00,3206.03,3072.29
"2016",2411.00,3551.03,2761.39
"2016",2412.00,3570.23,2730.21
"2016",2413.00,3573.48,2367.51
"2016",2414.00,3557.14,2558.96
"2016",2415.00,3493.69,2692.46
"2016",2416.00,3278.48,2819.19
"2016",2417.00,2677.30,3351.25
"2016",2418.00,1326.78,4554.31
"2016",2419.00,239.24,5615.11
"2016",2420.00,3.67,6077.41
"2016",2421.00,0.00,6457.12
"2016",2422.00,0.00,6247.90
"2016",2423.00,0.00,5745.60
"2016",2424.00,0.00,5012.88
"2016",2425.00,0.00,4552.06
"2016",2426.00,0.00,4257.13
"2016",2427.00,0.00,4156.67
"2016",2428.00,0.00,4093.07
"2016",2429.00,0.00,4050.68
"2016",2430.00,1.30,4174.72
"2016",2431.00,163.45,4329.62
"2016",2432.00,954.25,4140.66
"2016",2433.00,2278.86,3756.14
"2016",2434.00,3048.37,3210.59
"2016",2435.00,3428.17,2912.82
"2016",2436.00,3546.82,2817.21
"2016",2437.00,3565.10,2317.83
"2016",2438.00,3613.77,2429.52
"2016",2439.00,3515.05,2590.92
"2016",2440.00,3276.60,2679.14
"2016",2441.00,2697.87,3180.45
"2016",2442.00,1391.95,4286.37
"2016",2443.00,257.50,5400.54
"2016",2444.00,4.05,5856.76
"2016",2445.00,0.00,6361.26
"2016",2446.00,0.00,6203.66
"2016",2447.00,0.00,5727.17
"2016",2448.00,0.00,5045.14
"2016",2449.00,0.00,4611.96
"2016",2450.00,0.00,4295.84
"2016",2451.00,0.00,4125.33
"2016",2452.00,0.00,4080.17
"2016",2453.00,0.00,4093.07
"2016",2454.00,2.01,4182.31
"2016",2455.00,203.97,4245.78
"2016",2456.00,1117.01,3963.15
"2016",2457.00,2538.06,3431.50
"2016",2458.00,3306.84,2935.54
"2016",2459.00,3657.27,2680.03
"2016",2460.00,3844.68,2470.51
"2016",2461.00,3951.34,1935.27
"2016",2462.00,3997.37,2062.52
"2016",2463.00,3890.45,2198.93
"2016",2464.00,3665.05,2273.17
"2016",2465.00,3037.37,2810.53
"2016",2466.00,1563.42,4080.79
"2016",2467.00,284.96,5251.43
"2016",2468.00,4.03,5702.85
"2016",2469.00,0.00,6253.43
"2016",2470.00,0.00,6055.28
"2016",2471.00,0.00,5668.18
"2016",2472.00,0.00,5064.50
"2016",2473.00,0.00,4581.55
"2016",2474.00,0.00,4275.56
"2016",2475.00,0.00,4083.85
"2016",2476.00,0.00,3963.12
"2016",2477.00,0.00,3915.19
"2016",2478.00,2.91,3956.52
"2016",2479.00,277.55,3680.04
"2016",2480.00,1399.07,2570.50
"2016",2481.00,2868.62,1631.83
"2016",2482.00,3682.52,1252.02
"2016",2483.00,4021.05,1043.44
"2016",2484.00,4153.94,983.37
"2016",2485.00,4205.30,852.75
"2016",2486.00,4200.09,661.64
"2016",2487.00,4099.22,733.02
"2016",2488.00,3859.58,817.82
"2016",2489.00,3253.15,1303.52
"2016",2490.00,1723.81,2814.42
"2016",2491.00,311.84,4298.28
"2016",2492.00,4.08,4916.64
"2016",2493.00,0.00,5646.98
"2016",2494.00,0.00,5364.03
"2016",2495.00,0.00,5093.99
"2016",2496.00,0.00,4682.93
"2016",2497.00,0.00,4225.79
"2016",2498.00,0.00,3893.07
"2016",2499.00,0.00,3687.54
"2016",2500.00,0.00,3596.30
"2016",2501.00,0.00,3570.49
"2016",2502.00,3.10,3587.67
"2016",2503.00,252.49,3167.77
"2016",2504.00,1319.86,2071.83
"2016",2505.00,2792.90,935.19
"2016",2506.00,3603.15,526.78
"2016",2507.00,3943.98,447.71
"2016",2508.00,4094.71,468.40
"2016",2509.00,4179.13,358.18
"2016",2510.00,4180.22,111.93
"2016",2511.00,4053.93,146.97
"2016",2512.00,3772.78,226.29
"2016",2513.00,3156.33,801.26
"2016",2514.00,1676.81,2314.88
"2016",2515.00,314.43,3843.15
"2016",2516.00,4.60,4400.91
"2016",2517.00,0.00,5243.30
"2016",2518.00,0.00,5139.15
"2016",2519.00,0.00,4862.65
"2016",2520.00,0.00,4417.49
"2016",2521.00,0.00,4007.36
"2016",2522.00,0.00,3788.92
"2016",2523.00,0.00,3690.31
"2016",2524.00,0.00,3638.70
"2016",2525.00,0.00,3675.56
"2016",2526.00,3.69,3822.10
"2016",2527.00,273.86,3782.34
"2016",2528.00,1331.52,3390.12
"2016",2529.00,2773.28,2890.29
"2016",2530.00,3574.21,2399.04
"2016",2531.00,3942.73,2182.59
"2016",2532.00,4104.74,2041.78
"2016",2533.00,4164.19,1597.08
"2016",2534.00,4176.88,1737.38
"2016",2535.00,4078.48,1888.32
"2016",2536.00,3788.38,2125.88
"2016",2537.00,3111.10,2741.41
"2016",2538.00,1600.51,4057.53
"2016",2539.00,299.61,5263.50
"2016",2540.00,4.64,5670.00
"2016",2541.00,0.00,6168.64
"2016",2542.00,0.00,5962.19
"2016",2543.00,0.00,5523.48
"2016",2544.00,0.00,4810.12
"2016",2545.00,0.00,4435.93
"2016",2546.00,0.00,4167.73
"2016",2547.00,0.00,4063.58
"2016",2548.00,0.00,4001.83
"2016",2549.00,0.00,4004.59
"2016",2550.00,3.42,4035.28
"2016",2551.00,216.52,3991.76
"2016",2552.00,1104.97,3790.86
"2016",2553.00,2374.75,3402.19
"2016",2554.00,3098.03,2948.02
"2016",2555.00,3430.98,2725.67
"2016",2556.00,3579.32,2635.40
"2016",2557.00,3652.19,2133.96
"2016",2558.00,3606.24,2342.12
"2016",2559.00,3383.83,2704.62
"2016",2560.00,3035.85,2956.75
"2016",2561.00,2345.68,3634.02
"2016",2562.00,1169.95,4533.25
"2016",2563.00,223.34,5434.70
"2016",2564.00,4.38,5803.89
"2016",2565.00,0.00,6211.04
"2016",2566.00,0.00,5945.60
"2016",2567.00,0.00,5500.44
"2016",2568.00,0.00,4857.12
"2016",2569.00,0.00,4439.61
"2016",2570.00,0.00,4137.31
"2016",2571.00,0.00,4040.54
"2016",2572.00,0.00,3936.39
"2016",2573.00,0.00,3957.59
"2016",2574.00,2.31,4068.64
"2016",2575.00,164.62,4026.14
"2016",2576.00,916.07,3892.20
"2016",2577.00,2117.21,3635.76
"2016",2578.00,2868.47,3176.66
"2016",2579.00,3198.81,2901.62
"2016",2580.00,3362.20,2794.46
"2016",2581.00,3420.13,2245.29
"2016",2582.00,3434.15,2508.69
"2016",2583.00,3356.01,2725.07
"2016",2584.00,3159.08,2872.23
"2016",2585.00,2580.39,3396.55
"2016",2586.00,1294.05,4419.29
"2016",2587.00,248.28,5452.16
"2016",2588.00,4.51,5695.93
"2016",2589.00,0.00,6186.15
"2016",2590.00,0.00,6005.51
"2016",2591.00,0.00,5568.64
"2016",2592.00,0.00,4926.25
"2016",2593.00,0.00,4376.94
"2016",2594.00,0.00,4146.53
"2016",2595.00,0.00,4031.32
"2016",2596.00,0.00,3998.14
"2016",2597.00,0.00,3957.59
"2016",2598.00,4.53,4038.78
"2016",2599.00,260.89,3972.27
"2016",2600.00,1274.29,3627.07
"2016",2601.00,2716.32,3048.63
"2016",2602.00,3528.37,2471.60
"2016",2603.00,3876.75,2230.14
"2016",2604.00,4013.54,2129.29
"2016",2605.00,4052.70,1718.70
"2016",2606.00,4031.74,1846.58
"2016",2607.00,3881.21,2105.86
"2016",2608.00,3561.40,2381.44
"2016",2609.00,2851.58,3013.84
"2016",2610.00,1419.53,4238.51
"2016",2611.00,270.02,5294.01
"2016",2612.00,5.13,5667.66
"2016",2613.00,0.00,6084.77
"2016",2614.00,0.00,5867.26
"2016",2615.00,0.00,5494.91
"2016",2616.00,0.00,4865.42
"2016",2617.00,0.00,4401.83
"2016",2618.00,0.00,4093.07
"2016",2619.00,0.00,3947.45
"2016",2620.00,0.00,3915.19
"2016",2621.00,0.00,3934.55
"2016",2622.00,6.17,4036.21
"2016",2623.00,303.69,3949.75
"2016",2624.00,1362.23,3525.30
"2016",2625.00,2721.67,3029.46
"2016",2626.00,3434.73,2657.41
"2016",2627.00,3700.15,2481.39
"2016",2628.00,3803.85,2454.19
"2016",2629.00,3801.00,2013.72
"2016",2630.00,3685.78,2245.99
"2016",2631.00,3396.30,2638.70
"2016",2632.00,2984.60,2942.57
"2016",2633.00,2314.54,3495.57
"2016",2634.00,1210.10,4444.26
"2016",2635.00,247.04,5365.84
"2016",2636.00,5.79,5722.30
"2016",2637.00,0.00,6105.97
"2016",2638.00,0.00,5759.42
"2016",2639.00,0.00,5345.60
"2016",2640.00,0.00,4810.12
"2016",2641.00,0.00,4407.36
"2016",2642.00,0.00,4127.17
"2016",2643.00,0.00,3932.70
"2016",2644.00,0.00,3876.48
"2016",2645.00,0.00,3807.36
"2016",2646.00,3.91,3805.29
"2016",2647.00,189.18,3498.36
"2016",2648.00,997.99,2876.65
"2016",2649.00,2259.68,2139.38
"2016",2650.00,2901.85,1951.59
"2016",2651.00,3193.53,1789.86
"2016",2652.00,3314.21,1748.44
"2016",2653.00,3316.63,1637.27
"2016",2654.00,3243.95,1570.77
"2016",2655.00,3089.79,1737.84
"2016",2656.00,2822.19,1869.03
"2016",2657.00,2213.37,2406.89
"2016",2658.00,1147.83,3439.25
"2016",2659.00,233.55,4410.67
"2016",2660.00,5.24,4750.50
"2016",2661.00,0.00,5412.88
"2016",2662.00,0.00,5201.82
"2016",2663.00,0.00,4866.34
"2016",2664.00,0.00,4482.01
"2016",2665.00,0.00,4001.83
"2016",2666.00,0.00,3780.63
"2016",2667.00,0.00,3605.52
"2016",2668.00,0.00,3534.55
"2016",2669.00,0.00,3508.74
"2016",2670.00,4.83,3500.23
"2016",2671.00,224.59,3041.75
"2016",2672.00,1100.71,2243.05
"2016",2673.00,2327.57,1404.22
"2016",2674.00,3003.86,1052.35
"2016",2675.00,3325.85,982.88
"2016",2676.00,3476.68,1080.91
"2016",2677.00,3466.17,1068.37
"2016",2678.00,3396.68,905.61
"2016",2679.00,3276.01,915.68
"2016",2680.00,3052.01,978.39
"2016",2681.00,2529.67,1443.58
"2016",2682.00,1305.92,2682.08
"2016",2683.00,265.13,3897.99
"2016",2684.00,5.28,4417.74
"2016",2685.00,0.00,5094.91
"2016",2686.00,0.00,5011.04
"2016",2687.00,0.00,4706.89
"2016",2688.00,0.00,4297.68
"2016",2689.00,0.00,3937.31
"2016",2690.00,0.00,3714.27
"2016",2691.00,0.00,3611.05
"2016",2692.00,0.00,3541.92
"2016",2693.00,0.00,3542.84
"2016",2694.00,5.71,3663.40
"2016",2695.00,263.72,3598.01
"2016",2696.00,1216.14,3324.85
"2016",2697.00,2394.92,3172.80
"2016",2698.00,3109.21,2816.12
"2016",2699.00,3584.10,2484.08
"2016",2700.00,3793.46,2354.91
"2016",2701.00,3858.25,1877.21
"2016",2702.00,3801.29,2055.83
"2016",2703.00,3664.85,2337.89
"2016",2704.00,3374.92,2597.40
"2016",2705.00,2772.14,3129.21
"2016",2706.00,1444.86,4266.64
"2016",2707.00,288.88,5298.19
"2016",2708.00,5.92,5634.61
"2016",2709.00,0.00,6080.16
"2016",2710.00,0.00,5833.16
"2016",2711.00,0.00,5361.27
"2016",2712.00,0.00,4745.60
"2016",2713.00,0.00,4359.43
"2016",2714.00,0.00,4146.53
"2016",2715.00,0.00,4010.12
"2016",2716.00,0.00,3981.55
"2016",2717.00,0.00,3983.39
"2016",2718.00,7.03,4037.20
"2016",2719.00,303.25,3818.39
"2016",2720.00,1393.42,3467.39
"2016",2721.00,2747.67,3019.13
"2016",2722.00,3578.83,2438.65
"2016",2723.00,3981.48,2193.61
"2016",2724.00,4158.59,2076.41
"2016",2725.00,4206.97,1625.26
"2016",2726.00,4176.40,1758.13
"2016",2727.00,4041.56,2067.17
"2016",2728.00,3718.00,2290.27
"2016",2729.00,3003.14,2895.45
"2016",2730.00,1558.96,4200.46
"2016",2731.00,307.43,5308.22
"2016",2732.00,6.80,5700.09
"2016",2733.00,0.00,6021.17
"2016",2734.00,0.00,5757.58
"2016",2735.00,0.00,5301.36
"2016",2736.00,0.00,4721.64
"2016",2737.00,0.00,4360.35
"2016",2738.00,0.00,4053.44
"2016",2739.00,0.00,3943.76
"2016",2740.00,0.00,3860.81
"2016",2741.00,0.00,3809.20
"2016",2742.00,8.42,3762.07
"2016",2743.00,289.80,3336.92
"2016",2744.00,1296.51,2323.76
"2016",2745.00,2581.97,1421.70
"2016",2746.00,3274.84,1123.30
"2016",2747.00,3698.39,970.71
"2016",2748.00,3950.34,882.82
"2016",2749.00,4063.51,697.76
"2016",2750.00,4014.73,519.82
"2016",2751.00,3863.09,642.88
"2016",2752.00,3574.61,792.19
"2016",2753.00,2897.34,1418.78
"2016",2754.00,1522.59,2788.92
"2016",2755.00,302.74,4084.34
"2016",2756.00,7.01,4637.21
"2016",2757.00,0.00,5260.81
"2016",2758.00,0.00,5085.69
"2016",2759.00,0.00,4746.52
"2016",2760.00,0.00,4246.99
"2016",2761.00,0.00,3973.26
"2016",2762.00,0.00,3687.54
"2016",2763.00,0.00,3648.83
"2016",2764.00,0.00,3624.87
"2016",2765.00,0.00,3648.83
"2016",2766.00,11.58,3777.34
"2016",2767.00,322.55,3564.99
"2016",2768.00,1332.52,3334.74
"2016",2769.00,2508.37,3083.31
"2016",2770.00,3150.09,2755.87
"2016",2771.00,3467.08,2535.67
"2016",2772.00,3597.76,2410.51
"2016",2773.00,3607.63,2017.23
"2016",2774.00,3497.47,2273.01
"2016",2775.00,3380.62,2471.89
"2016",2776.00,3092.51,2681.66
"2016",2777.00,2468.11,3243.39
"2016",2778.00,1311.13,4174.57
"2016",2779.00,274.09,5242.02
"2016",2780.00,6.76,5570.18
"2016",2781.00,0.00,6053.43
"2016",2782.00,0.00,5819.33
"2016",2783.00,0.00,5350.21
"2016",2784.00,0.00,4744.68
"2016",2785.00,0.00,4374.18
"2016",2786.00,0.00,4123.49
"2016",2787.00,0.00,3986.16
"2016",2788.00,0.00,3870.95
"2016",2789.00,0.00,3882.01
"2016",2790.00,11.12,4010.98
"2016",2791.00,324.31,3799.18
"2016",2792.00,1356.11,3446.63
"2016",2793.00,2649.61,2991.84
"2016",2794.00,3354.16,2645.81
"2016",2795.00,3700.43,2359.45
"2016",2796.00,3884.57,2207.58
"2016",2797.00,3970.48,1689.40
"2016",2798.00,3935.01,1907.36
"2016",2799.00,3810.37,2167.49
"2016",2800.00,3510.26,2350.55
"2016",2801.00,2782.43,2999.11
"2016",2802.00,1401.71,4180.75
"2016",2803.00,277.90,5207.79
"2016",2804.00,7.07,5556.96
"2016",2805.00,0.00,5995.37
"2016",2806.00,0.00,5771.41
"2016",2807.00,0.00,5332.70
"2016",2808.00,0.00,4753.90
"2016",2809.00,0.00,4327.17
"2016",2810.00,0.00,4010.12
"2016",2811.00,0.00,3900.45
"2016",2812.00,0.00,3829.48
"2016",2813.00,0.00,3800.91
"2016",2814.00,7.97,3766.20
"2016",2815.00,247.68,3358.76
"2016",2816.00,1129.54,2747.86
"2016",2817.00,2393.99,2023.50
"2016",2818.00,3181.20,1641.82
"2016",2819.00,3608.90,1345.92
"2016",2820.00,3862.16,1204.18
"2016",2821.00,3965.28,960.97
"2016",2822.00,3937.97,837.13
"2016",2823.00,3864.14,860.27
"2016",2824.00,3638.01,912.20
"2016",2825.00,3069.11,1429.49
"2016",2826.00,1729.08,2756.62
"2016",2827.00,365.69,4165.17
"2016",2828.00,8.47,4733.45
"2016",2829.00,0.00,5412.88
"2016",2830.00,0.00,5267.26
"2016",2831.00,0.00,4940.07
"2016",2832.00,0.00,4534.54
"2016",2833.00,0.00,4070.95
"2016",2834.00,0.00,3799.06
"2016",2835.00,0.00,3600.91
"2016",2836.00,0.00,3546.53
"2016",2837.00,0.00,3520.72
"2016",2838.00,19.13,3496.06
"2016",2839.00,462.41,2838.04
"2016",2840.00,1713.73,1682.57
"2016",2841.00,3045.98,661.84
"2016",2842.00,3746.03,394.96
"2016",2843.00,4057.91,322.72
"2016",2844.00,4197.72,335.90
"2016",2845.00,4247.09,265.34
"2016",2846.00,4232.37,3.56
"2016",2847.00,4111.75,69.80
"2016",2848.00,3829.28,222.32
"2016",2849.00,3216.94,743.41
"2016",2850.00,1810.58,2147.93
"2016",2851.00,378.68,3807.48
"2016",2852.00,8.86,4371.77
"2016",2853.00,0.00,5045.14
"2016",2854.00,0.00,4932.70
"2016",2855.00,0.00,4784.31
"2016",2856.00,0.00,4277.40
"2016",2857.00,0.00,3908.74
"2016",2858.00,0.00,3658.05
"2016",2859.00,0.00,3542.84
"2016",2860.00,0.00,3539.16
"2016",2861.00,0.00,3552.98
"2016",2862.00,21.47,3595.10
"2016",2863.00,469.41,3202.47
"2016",2864.00,1670.50,2688.01
"2016",2865.00,2987.46,2194.08
"2016",2866.00,3695.81,1843.34
"2016",2867.00,4012.62,1665.70
"2016",2868.00,4136.33,1578.86
"2016",2869.00,4173.30,1190.73
"2016",2870.00,4147.81,1294.56
"2016",2871.00,4031.53,1456.93
"2016",2872.00,3767.29,1626.24
"2016",2873.00,3180.66,2110.56
"2016",2874.00,1753.33,3438.35
"2016",2875.00,368.49,4766.98
"2016",2876.00,9.40,5273.53
"2016",2877.00,0.00,5722.56
"2016",2878.00,0.00,5545.60
"2016",2879.00,0.00,5106.89
"2016",2880.00,0.00,4516.11
"2016",2881.00,0.00,4115.19
"2016",2882.00,0.00,3812.89
"2016",2883.00,0.00,3617.50
"2016",2884.00,0.00,3513.35
"2016",2885.00,0.00,3494.92
"2016",2886.00,16.31,3476.76
"2016",2887.00,366.33,2869.60
"2016",2888.00,1471.38,1903.72
"2016",2889.00,2779.61,947.56
"2016",2890.00,3419.81,659.43
"2016",2891.00,3757.10,585.74
"2016",2892.00,3927.68,593.96
"2016",2893.00,3961.37,522.48
"2016",2894.00,3959.19,326.51
"2016",2895.00,3869.96,365.05
"2016",2896.00,3621.90,564.26
"2016",2897.00,3063.70,1140.89
"2016",2898.00,1733.47,2569.73
"2016",2899.00,371.30,4194.58
"2016",2900.00,9.87,4900.71
"2016",2901.00,0.00,5329.93
"2016",2902.00,0.00,5167.72
"2016",2903.00,0.00,4809.20
"2016",2904.00,0.00,4337.31
"2016",2905.00,0.00,4025.79
"2016",2906.00,0.00,3717.96
"2016",2907.00,0.00,3646.99
"2016",2908.00,0.00,3606.44
"2016",2909.00,0.00,3658.05
"2016",2910.00,24.00,3763.08
"2016",2911.00,476.53,3517.01
"2016",2912.00,1726.70,3028.12
"2016",2913.00,2971.97,2692.52
"2016",2914.00,3617.09,2379.20
"2016",2915.00,3925.67,2222.69
"2016",2916.00,4058.13,2196.22
"2016",2917.00,4115.14,1706.96
"2016",2918.00,4115.82,1941.30
"2016",2919.00,4004.95,2151.71
"2016",2920.00,3736.60,2326.04
"2016",2921.00,3147.62,2816.41
"2016",2922.00,1750.07,4034.24
"2016",2923.00,372.84,5290.73
"2016",2924.00,10.10,5738.27
"2016",2925.00,0.00,6156.66
"2016",2926.00,0.00,6036.84
"2016",2927.00,0.00,5584.31
"2016",2928.00,0.00,4898.60
"2016",2929.00,0.00,4433.16
"2016",2930.00,0.00,4082.93
"2016",2931.00,0.00,4022.10
"2016",2932.00,0.00,4042.38
"2016",2933.00,0.00,3957.59
"2016",2934.00,19.45,4083.76
"2016",2935.00,359.77,3816.25
"2016",2936.00,1347.28,3544.86
"2016",2937.00,2483.48,3326.63
"2016",2938.00,3063.21,3032.62
"2016",2939.00,3419.45,2741.82
"2016",2940.00,3637.74,2601.86
"2016",2941.00,3774.66,2059.42
"2016",2942.00,3835.72,2039.83
"2016",2943.00,3761.83,2228.01
"2016",2944.00,3520.30,2378.29
"2016",2945.00,2967.38,2838.12
"2016",2946.00,1649.33,3914.71
"2016",2947.00,355.08,5168.40
"2016",2948.00,10.16,5589.82
"2016",2949.00,0.00,6052.51
"2016",2950.00,0.00,5987.07
"2016",2951.00,0.00,5477.40
"2016",2952.00,0.00,4847.91
"2016",2953.00,0.00,4436.85
"2016",2954.00,0.00,4122.56
"2016",2955.00,0.00,4022.10
"2016",2956.00,0.00,3940.08
"2016",2957.00,0.00,3964.96
"2016",2958.00,18.02,4061.22
"2016",2959.00,356.59,3807.45
"2016",2960.00,1464.17,3447.33
"2016",2961.00,2721.94,3111.22
"2016",2962.00,3203.10,2896.41
"2016",2963.00,3482.06,2680.13
"2016",2964.00,3644.15,2589.93
"2016",2965.00,3738.30,2061.68
"2016",2966.00,3719.67,2280.30
"2016",2967.00,3663.90,2381.24
"2016",2968.00,3470.05,2446.06
"2016",2969.00,2936.50,2853.34
"2016",2970.00,1674.26,3934.93
"2016",2971.00,357.60,5143.76
"2016",2972.00,10.59,5550.68
"2016",2973.00,0.00,6003.66
"2016",2974.00,0.00,5931.77
"2016",2975.00,0.00,5493.99
"2016",2976.00,0.00,4892.15
"2016",2977.00,0.00,4464.50
"2016",2978.00,0.00,4196.30
"2016",2979.00,0.00,4007.36
"2016",2980.00,0.00,3916.11
"2016",2981.00,0.00,3858.97
"2016",2982.00,20.82,3855.66
"2016",2983.00,363.36,3269.81
"2016",2984.00,1508.82,2388.86
"2016",2985.00,2766.89,1684.70
"2016",2986.00,3340.03,1525.39
"2016",2987.00,3613.03,1319.67
"2016",2988.00,3764.86,1291.34
"2016",2989.00,3751.49,1242.03
"2016",2990.00,3706.40,1136.90
"2016",2991.00,3592.39,1207.59
"2016",2992.00,3316.76,1332.99
"2016",2993.00,2738.49,1843.06
"2016",2994.00,1573.58,2929.63
"2016",2995.00,343.99,4271.66
"2016",2996.00,11.14,4733.54
"2016",2997.00,0.00,5321.64
"2016",2998.00,0.00,5240.53
"2016",2999.00,0.00,4967.72
"2016",3000.00,0.00,4576.94
"2016",3001.00,0.00,4137.31
"2016",3002.00,0.00,3823.03
"2016",3003.00,0.00,3611.97
"2016",3004.00,0.00,3529.02
"2016",3005.00,0.00,3494.92
"2016",3006.00,24.54,3429.82
"2016",3007.00,436.84,2762.22
"2016",3008.00,1601.76,1777.95
"2016",3009.00,2899.19,886.05
"2016",3010.00,3501.47,632.15
"2016",3011.00,3725.77,682.51
"2016",3012.00,3834.37,627.36
"2016",3013.00,3832.67,627.22
"2016",3014.00,3814.49,408.54
"2016",3015.00,3728.42,374.79
"2016",3016.00,3480.67,570.01
"2016",3017.00,2981.21,987.43
"2016",3018.00,1732.21,2273.31
"2016",3019.00,381.33,3731.09
"2016",3020.00,12.06,4294.84
"2016",3021.00,0.00,4916.11
"2016",3022.00,0.00,5041.45
"2016",3023.00,0.00,4719.80
"2016",3024.00,0.00,4364.04
"2016",3025.00,0.00,3960.35
"2016",3026.00,0.00,3756.67
"2016",3027.00,0.00,3610.12
"2016",3028.00,0.00,3582.47
"2016",3029.00,0.00,3577.87
"2016",3030.00,35.68,3720.06
"2016",3031.00,562.67,3263.12
"2016",3032.00,1910.41,2681.28
"2016",3033.00,3157.81,2437.55
"2016",3034.00,3748.34,2171.45
"2016",3035.00,4003.92,2032.92
"2016",3036.00,4117.57,2030.79
"2016",3037.00,4158.87,1516.68
"2016",3038.00,4136.88,1704.57
"2016",3039.00,4020.66,1956.28
"2016",3040.00,3763.99,2151.19
"2016",3041.00,3222.29,2644.04
"2016",3042.00,1890.94,3756.96
"2016",3043.00,420.92,5142.19
"2016",3044.00,12.23,5512.17
"2016",3045.00,0.00,5932.70
"2016",3046.00,0.00,5928.09
"2016",3047.00,0.00,5525.32
"2016",3048.00,0.00,4892.15
"2016",3049.00,0.00,4480.17
"2016",3050.00,0.00,4209.20
"2016",3051.00,0.00,4035.01
"2016",3052.00,0.00,3987.08
"2016",3053.00,0.00,3991.69
"2016",3054.00,38.59,4016.69
"2016",3055.00,573.08,3524.60
"2016",3056.00,1911.66,2922.42
"2016",3057.00,3155.87,2585.12
"2016",3058.00,3747.11,2235.35
"2016",3059.00,4008.21,2105.13
"2016",3060.00,4124.20,2101.58
"2016",3061.00,4163.78,1685.05
"2016",3062.00,4142.80,1885.75
"2016",3063.00,4024.77,2144.79
"2016",3064.00,3771.75,2360.95
"2016",3065.00,3206.26,2867.44
"2016",3066.00,1866.45,3998.04
"2016",3067.00,420.86,5180.04
"2016",3068.00,12.04,5600.84
"2016",3069.00,0.00,5990.76
"2016",3070.00,0.00,5995.37
"2016",3071.00,0.00,5599.98
"2016",3072.00,0.00,4931.78
"2016",3073.00,0.00,4480.17
"2016",3074.00,0.00,4165.88
"2016",3075.00,0.00,4058.97
"2016",3076.00,0.00,3997.22
"2016",3077.00,0.00,4035.93
"2016",3078.00,40.00,4087.17
"2016",3079.00,569.23,3569.92
"2016",3080.00,1887.42,2971.55
"2016",3081.00,3109.81,2685.56
"2016",3082.00,3721.84,2404.40
"2016",3083.00,3991.24,2222.56
"2016",3084.00,4112.61,2208.11
"2016",3085.00,4148.08,1802.12
"2016",3086.00,4126.47,1990.56
"2016",3087.00,4007.86,2308.25
"2016",3088.00,3758.08,2481.53
"2016",3089.00,3199.90,2973.34
"2016",3090.00,1886.34,4074.93
"2016",3091.00,419.20,5342.07
"2016",3092.00,12.94,5709.61
"2016",3093.00,0.00,6070.94
"2016",3094.00,0.00,6061.73
"2016",3095.00,0.00,5649.75
"2016",3096.00,0.00,4909.66
"2016",3097.00,0.00,4532.70
"2016",3098.00,0.00,4251.60
"2016",3099.00,0.00,4061.73
"2016",3100.00,0.00,4001.83
"2016",3101.00,0.00,3981.55
