"","","South","South"
"Year","Time","pv","gas"
"2016",4506.00,1974.98,2970.62
"2016",4507.00,534.01,4463.20
"2016",4508.00,52.09,4963.56
"2016",4509.00,0.00,5066.34
"2016",4510.00,0.00,5364.03
"2016",4511.00,0.00,5012.88
"2016",4512.00,0.00,4764.04
"2016",4513.00,0.00,4387.08
"2016",4514.00,0.00,4010.12
"2016",4515.00,0.00,3885.70
"2016",4516.00,0.00,3788.92
"2016",4517.00,0.00,3746.53
"2016",4518.00,39.60,3595.40
"2016",4519.00,408.15,3058.19
"2016",4520.00,1452.93,2183.92
"2016",4521.00,2623.52,1280.61
"2016",4522.00,3409.97,877.57
"2016",4523.00,3792.25,722.01
"2016",4524.00,3977.03,674.56
"2016",4525.00,4027.34,625.18
"2016",4526.00,3983.11,512.72
"2016",4527.00,3836.73,513.48
"2016",4528.00,3519.59,734.77
"2016",4529.00,2981.51,1236.90
"2016",4530.00,1896.34,2336.82
"2016",4531.00,486.84,3893.79
"2016",4532.00,44.16,4460.89
"2016",4533.00,0.00,4653.44
"2016",4534.00,0.00,5181.55
"2016",4535.00,0.00,4944.68
"2016",4536.00,0.00,4492.15
"2016",4537.00,0.00,4172.33
"2016",4538.00,0.00,3866.34
"2016",4539.00,0.00,3785.24
"2016",4540.00,0.00,3726.25
"2016",4541.00,0.00,3744.69
"2016",4542.00,32.15,3728.20
"2016",4543.00,337.62,3548.08
"2016",4544.00,1263.23,3351.50
"2016",4545.00,2477.03,3120.18
"2016",4546.00,3253.31,2695.06
"2016",4547.00,3660.29,2506.51
"2016",4548.00,3821.42,2403.44
"2016",4549.00,3860.21,1953.59
"2016",4550.00,3757.02,2251.25
"2016",4551.00,3584.37,2559.38
"2016",4552.00,3216.98,2905.58
"2016",4553.00,2604.21,3451.06
"2016",4554.00,1509.80,4407.23
"2016",4555.00,360.01,5438.13
"2016",4556.00,34.60,5675.97
"2016",4557.00,0.00,5626.71
"2016",4558.00,0.00,5872.79
"2016",4559.00,0.00,5592.60
"2016",4560.00,0.00,4994.45
"2016",4561.00,0.00,4599.98
"2016",4562.00,0.00,4291.23
"2016",4563.00,0.00,4132.70
"2016",4564.00,0.00,4001.83
"2016",4565.00,0.00,3983.39
"2016",4566.00,34.87,4007.51
"2016",4567.00,383.77,3729.58
"2016",4568.00,1419.55,3403.48
"2016",4569.00,2571.32,3171.52
"2016",4570.00,3325.19,2794.60
"2016",4571.00,3698.01,2624.54
"2016",4572.00,3867.52,2562.87
"2016",4573.00,3923.27,2166.11
"2016",4574.00,3873.85,2374.97
"2016",4575.00,3683.49,2739.53
"2016",4576.00,3360.55,3005.32
"2016",4577.00,2761.02,3504.39
"2016",4578.00,1660.42,4456.61
"2016",4579.00,477.62,5509.46
"2016",4580.00,42.91,5874.11
"2016",4581.00,0.00,5775.09
"2016",4582.00,0.00,6094.91
"2016",4583.00,0.00,5757.58
"2016",4584.00,0.00,5147.44
"2016",4585.00,0.00,4701.36
"2016",4586.00,0.00,4407.36
"2016",4587.00,0.00,4223.02
"2016",4588.00,0.00,4121.64
"2016",4589.00,0.00,4122.56
"2016",4590.00,32.25,4120.73
"2016",4591.00,337.49,3856.96
"2016",4592.00,1261.09,3665.15
"2016",4593.00,2465.78,3440.19
"2016",4594.00,3255.44,3014.58
"2016",4595.00,3635.81,2850.80
"2016",4596.00,3795.67,2772.04
"2016",4597.00,3824.53,2405.86
"2016",4598.00,3760.26,2658.15
"2016",4599.00,3522.03,3013.43
"2016",4600.00,3130.06,3369.45
"2016",4601.00,2492.27,3931.67
"2016",4602.00,1368.88,4909.44
"2016",4603.00,309.78,5765.77
"2016",4604.00,32.69,5901.85
"2016",4605.00,0.00,5867.26
"2016",4606.00,0.00,6176.93
"2016",4607.00,0.00,5870.94
"2016",4608.00,0.00,5181.55
"2016",4609.00,0.00,4708.74
"2016",4610.00,0.00,4414.73
"2016",4611.00,0.00,4248.83
"2016",4612.00,0.00,4198.14
"2016",4613.00,0.00,4184.32
"2016",4614.00,17.37,4189.06
"2016",4615.00,234.72,4019.64
"2016",4616.00,1068.51,3878.93
"2016",4617.00,2340.62,3579.17
"2016",4618.00,3201.36,3191.24
"2016",4619.00,3597.25,2975.07
"2016",4620.00,3814.52,2920.02
"2016",4621.00,3890.53,2463.36
"2016",4622.00,3800.10,2735.36
"2016",4623.00,3553.66,3109.91
"2016",4624.00,3186.36,3455.09
"2016",4625.00,2599.40,3970.15
"2016",4626.00,1602.27,4686.18
"2016",4627.00,405.45,5658.12
"2016",4628.00,39.16,5958.97
"2016",4629.00,0.00,5952.05
"2016",4630.00,0.00,6227.62
"2016",4631.00,0.00,5921.64
"2016",4632.00,0.00,5224.86
"2016",4633.00,0.00,4814.73
"2016",4634.00,0.00,4512.42
"2016",4635.00,0.00,4303.21
"2016",4636.00,0.00,4188.92
"2016",4637.00,0.00,4165.88
"2016",4638.00,27.55,4236.95
"2016",4639.00,334.75,3942.65
"2016",4640.00,1365.65,3651.84
"2016",4641.00,2595.23,3447.14
"2016",4642.00,3349.05,3034.33
"2016",4643.00,3742.52,2805.84
"2016",4644.00,3937.52,2743.55
"2016",4645.00,3984.11,2379.92
"2016",4646.00,3915.72,2584.71
"2016",4647.00,3722.19,2868.57
"2016",4648.00,3350.03,3165.15
"2016",4649.00,2729.52,3680.60
"2016",4650.00,1567.63,4568.75
"2016",4651.00,373.93,5600.24
"2016",4652.00,36.50,5888.82
"2016",4653.00,0.00,5837.76
"2016",4654.00,0.00,6102.28
"2016",4655.00,0.00,5786.15
"2016",4656.00,0.00,5151.13
"2016",4657.00,0.00,4736.39
"2016",4658.00,0.00,4422.10
"2016",4659.00,0.00,4241.46
"2016",4660.00,0.00,4165.88
"2016",4661.00,0.00,4113.35
"2016",4662.00,23.18,4069.89
"2016",4663.00,270.95,3564.98
"2016",4664.00,1133.37,3032.51
"2016",4665.00,2243.66,2412.55
"2016",4666.00,3008.30,2087.53
"2016",4667.00,3379.65,1887.61
"2016",4668.00,3631.18,1751.29
"2016",4669.00,3685.48,1673.95
"2016",4670.00,3579.91,1528.83
"2016",4671.00,3326.95,1787.32
"2016",4672.00,2880.53,2215.30
"2016",4673.00,2276.68,2704.87
"2016",4674.00,1288.10,3660.26
"2016",4675.00,290.21,4695.02
"2016",4676.00,27.98,4997.81
"2016",4677.00,0.00,5155.74
"2016",4678.00,0.00,5516.11
"2016",4679.00,0.00,5210.12
"2016",4680.00,0.00,4851.59
"2016",4681.00,0.00,4417.49
"2016",4682.00,0.00,4103.21
"2016",4683.00,0.00,3950.21
"2016",4684.00,0.00,3874.64
"2016",4685.00,0.00,3752.98
"2016",4686.00,22.64,3723.89
"2016",4687.00,277.57,3279.10
"2016",4688.00,1193.10,2486.15
"2016",4689.00,2414.88,1581.42
"2016",4690.00,3246.85,1033.32
"2016",4691.00,3602.77,950.20
"2016",4692.00,3795.42,913.32
"2016",4693.00,3825.67,882.14
"2016",4694.00,3709.53,747.59
"2016",4695.00,3504.59,851.15
"2016",4696.00,3146.50,1188.04
"2016",4697.00,2573.15,1670.15
"2016",4698.00,1452.11,2843.73
"2016",4699.00,334.18,4042.76
"2016",4700.00,32.42,4476.32
"2016",4701.00,0.00,4629.47
"2016",4702.00,0.00,5096.75
"2016",4703.00,0.00,4929.93
"2016",4704.00,0.00,4504.13
"2016",4705.00,0.00,4190.77
"2016",4706.00,0.00,3929.94
"2016",4707.00,0.00,3833.16
"2016",4708.00,0.00,3726.25
"2016",4709.00,0.00,3739.16
"2016",4710.00,26.39,3853.78
"2016",4711.00,323.82,3701.97
"2016",4712.00,1287.95,3399.59
"2016",4713.00,2527.77,3137.64
"2016",4714.00,3367.94,2650.47
"2016",4715.00,3752.32,2474.39
"2016",4716.00,3926.53,2423.68
"2016",4717.00,3951.88,1988.19
"2016",4718.00,3844.37,2177.72
"2016",4719.00,3591.68,2562.21
"2016",4720.00,3209.75,2928.48
"2016",4721.00,2497.33,3569.93
"2016",4722.00,1468.83,4412.25
"2016",4723.00,358.23,5382.76
"2016",4724.00,32.72,5664.03
"2016",4725.00,0.00,5654.36
"2016",4726.00,0.00,5959.42
"2016",4727.00,0.00,5588.92
"2016",4728.00,0.00,5070.03
"2016",4729.00,0.00,4586.16
"2016",4730.00,0.00,4281.09
"2016",4731.00,0.00,4200.90
"2016",4732.00,0.00,4116.11
"2016",4733.00,0.00,4101.37
"2016",4734.00,26.33,4134.02
"2016",4735.00,347.20,3808.54
"2016",4736.00,1419.64,3406.15
"2016",4737.00,2704.28,3056.99
"2016",4738.00,3455.87,2609.54
"2016",4739.00,3813.93,2464.38
"2016",4740.00,3950.93,2457.34
"2016",4741.00,3943.24,2045.68
"2016",4742.00,3802.84,2400.82
"2016",4743.00,3638.58,2615.77
"2016",4744.00,3257.66,2946.00
"2016",4745.00,2622.59,3515.64
"2016",4746.00,1535.73,4399.73
"2016",4747.00,377.19,5427.40
"2016",4748.00,35.10,5717.88
"2016",4749.00,0.00,5693.99
"2016",4750.00,0.00,6046.98
"2016",4751.00,0.00,5701.36
"2016",4752.00,0.00,5080.16
"2016",4753.00,0.00,4662.65
"2016",4754.00,0.00,4383.39
"2016",4755.00,0.00,4225.79
"2016",4756.00,0.00,4135.47
"2016",4757.00,0.00,4098.60
"2016",4758.00,23.04,4173.26
"2016",4759.00,315.59,3852.14
"2016",4760.00,1357.69,3450.58
"2016",4761.00,2656.75,3070.42
"2016",4762.00,3434.18,2650.59
"2016",4763.00,3802.92,2478.16
"2016",4764.00,3950.26,2433.12
"2016",4765.00,3906.53,2111.88
"2016",4766.00,3765.88,2366.82
"2016",4767.00,3460.18,2779.43
"2016",4768.00,3020.76,3164.47
"2016",4769.00,2384.27,3723.53
"2016",4770.00,1338.06,4657.31
"2016",4771.00,316.78,5534.81
"2016",4772.00,29.30,5709.84
"2016",4773.00,0.00,5621.18
"2016",4774.00,0.00,6012.88
"2016",4775.00,0.00,5717.03
"2016",4776.00,0.00,5093.07
"2016",4777.00,0.00,4635.00
"2016",4778.00,0.00,4363.12
"2016",4779.00,0.00,4191.69
"2016",4780.00,0.00,4152.98
"2016",4781.00,0.00,4157.59
"2016",4782.00,19.84,4203.18
"2016",4783.00,314.17,3882.13
"2016",4784.00,1356.78,3500.35
"2016",4785.00,2673.80,3086.54
"2016",4786.00,3433.97,2643.42
"2016",4787.00,3810.94,2459.08
"2016",4788.00,3978.41,2381.01
"2016",4789.00,3991.66,1982.51
"2016",4790.00,3913.87,2202.24
"2016",4791.00,3721.62,2508.77
"2016",4792.00,3308.61,2852.66
"2016",4793.00,2718.41,3353.46
"2016",4794.00,1685.97,4178.52
"2016",4795.00,407.19,5350.39
"2016",4796.00,34.89,5637.90
"2016",4797.00,0.00,5639.61
"2016",4798.00,0.00,5919.79
"2016",4799.00,0.00,5631.31
"2016",4800.00,0.00,5127.17
"2016",4801.00,0.00,4677.40
"2016",4802.00,0.00,4355.74
"2016",4803.00,0.00,4179.71
"2016",4804.00,0.00,4137.31
"2016",4805.00,0.00,4129.94
"2016",4806.00,24.05,4171.32
"2016",4807.00,360.75,3877.94
"2016",4808.00,1442.49,3396.20
"2016",4809.00,2696.75,3127.19
"2016",4810.00,3451.58,2656.23
"2016",4811.00,3823.22,2436.66
"2016",4812.00,3989.27,2370.16
"2016",4813.00,4031.96,1921.01
"2016",4814.00,3953.08,2118.79
"2016",4815.00,3755.54,2390.97
"2016",4816.00,3461.27,2614.28
"2016",4817.00,2859.31,3101.95
"2016",4818.00,1777.98,4008.17
"2016",4819.00,468.60,5225.39
"2016",4820.00,40.52,5611.99
"2016",4821.00,0.00,5659.89
"2016",4822.00,0.00,5891.22
"2016",4823.00,0.00,5576.94
"2016",4824.00,0.00,5023.02
"2016",4825.00,0.00,4618.41
"2016",4826.00,0.00,4355.74
"2016",4827.00,0.00,4155.74
"2016",4828.00,0.00,4056.20
"2016",4829.00,0.00,4041.46
"2016",4830.00,23.26,4010.83
"2016",4831.00,360.64,3478.98
"2016",4832.00,1475.16,2653.85
"2016",4833.00,2753.28,1871.58
"2016",4834.00,3503.64,1469.61
"2016",4835.00,3845.99,1242.47
"2016",4836.00,4008.81,1168.13
"2016",4837.00,4055.15,1059.11
"2016",4838.00,4028.71,903.06
"2016",4839.00,3894.91,1006.45
"2016",4840.00,3615.78,1207.24
"2016",4841.00,3074.65,1675.56
"2016",4842.00,1954.95,2778.67
"2016",4843.00,500.50,4281.05
"2016",4844.00,40.79,4797.90
"2016",4845.00,0.00,4988.92
"2016",4846.00,0.00,5305.05
"2016",4847.00,0.00,5001.82
"2016",4848.00,0.00,4650.67
"2016",4849.00,0.00,4251.60
"2016",4850.00,0.00,3967.73
"2016",4851.00,0.00,3783.39
"2016",4852.00,0.00,3719.80
"2016",4853.00,0.00,3664.50
"2016",4854.00,22.83,3641.67
"2016",4855.00,361.24,3042.43
"2016",4856.00,1472.70,2064.62
"2016",4857.00,2769.45,1072.93
"2016",4858.00,3508.23,721.25
"2016",4859.00,3842.92,598.54
"2016",4860.00,3997.60,594.08
"2016",4861.00,4053.41,496.80
"2016",4862.00,4037.45,297.10
"2016",4863.00,3924.88,399.52
"2016",4864.00,3675.78,519.59
"2016",4865.00,3190.74,965.92
"2016",4866.00,2120.82,2127.09
"2016",4867.00,574.36,3798.89
"2016",4868.00,45.35,4488.27
"2016",4869.00,0.00,4819.34
"2016",4870.00,0.00,5117.95
"2016",4871.00,0.00,4838.69
"2016",4872.00,0.00,4490.30
"2016",4873.00,0.00,4112.43
"2016",4874.00,0.00,3986.16
"2016",4875.00,0.00,3794.45
"2016",4876.00,0.00,3804.59
"2016",4877.00,0.00,3815.65
"2016",4878.00,23.09,3924.36
"2016",4879.00,364.70,3657.40
"2016",4880.00,1452.54,3216.57
"2016",4881.00,2709.37,2901.66
"2016",4882.00,3450.68,2545.61
"2016",4883.00,3806.19,2346.78
"2016",4884.00,3976.66,2317.33
"2016",4885.00,4036.39,1916.58
"2016",4886.00,4027.23,2032.66
"2016",4887.00,3924.90,2241.90
"2016",4888.00,3678.96,2446.36
"2016",4889.00,3205.17,2850.10
"2016",4890.00,2154.98,3695.68
"2016",4891.00,597.26,5117.01
"2016",4892.00,46.82,5631.50
"2016",4893.00,0.00,5597.21
"2016",4894.00,0.00,5976.93
"2016",4895.00,0.00,5613.80
"2016",4896.00,0.00,4988.92
"2016",4897.00,0.00,4585.24
"2016",4898.00,0.00,4352.06
"2016",4899.00,0.00,4132.70
"2016",4900.00,0.00,4039.62
"2016",4901.00,0.00,4066.34
"2016",4902.00,21.49,4118.59
"2016",4903.00,348.55,3803.51
"2016",4904.00,1413.47,3394.81
"2016",4905.00,2700.05,3070.43
"2016",4906.00,3463.04,2628.18
"2016",4907.00,3810.83,2384.54
"2016",4908.00,3981.05,2337.81
"2016",4909.00,4045.12,1949.32
"2016",4910.00,4033.27,2141.82
"2016",4911.00,3918.14,2315.93
"2016",4912.00,3660.45,2518.33
"2016",4913.00,3168.24,2954.31
"2016",4914.00,2069.54,3870.53
"2016",4915.00,544.82,5287.42
"2016",4916.00,42.52,5727.05
"2016",4917.00,0.00,5718.87
"2016",4918.00,0.00,6049.75
"2016",4919.00,0.00,5682.00
"2016",4920.00,0.00,5110.58
"2016",4921.00,0.00,4639.61
"2016",4922.00,0.00,4319.80
"2016",4923.00,0.00,4219.34
"2016",4924.00,0.00,4116.11
"2016",4925.00,0.00,4133.62
"2016",4926.00,19.43,4182.40
"2016",4927.00,323.85,3919.45
"2016",4928.00,1368.47,3517.23
"2016",4929.00,2609.09,3183.52
"2016",4930.00,3380.49,2762.34
"2016",4931.00,3755.07,2526.01
"2016",4932.00,3937.37,2479.20
"2016",4933.00,3993.98,2067.75
"2016",4934.00,3962.00,2326.45
"2016",4935.00,3809.61,2478.84
"2016",4936.00,3516.89,2721.80
"2016",4937.00,2963.14,3223.93
"2016",4938.00,1857.26,4135.35
"2016",4939.00,490.94,5370.79
"2016",4940.00,38.26,5711.95
"2016",4941.00,0.00,5749.29
"2016",4942.00,0.00,6065.41
"2016",4943.00,0.00,5721.64
"2016",4944.00,0.00,5078.32
"2016",4945.00,0.00,4708.74
"2016",4946.00,0.00,4411.96
"2016",4947.00,0.00,4243.30
"2016",4948.00,0.00,4152.98
"2016",4949.00,0.00,4170.49
"2016",4950.00,16.96,4202.38
"2016",4951.00,283.80,3947.52
"2016",4952.00,1275.24,3661.15
"2016",4953.00,2528.39,3304.77
"2016",4954.00,3337.26,2833.22
"2016",4955.00,3720.89,2638.53
"2016",4956.00,3913.68,2572.93
"2016",4957.00,3968.74,2165.79
"2016",4958.00,3943.13,2389.57
"2016",4959.00,3802.76,2597.21
"2016",4960.00,3519.78,2836.88
"2016",4961.00,2928.03,3364.11
"2016",4962.00,1793.68,4297.54
"2016",4963.00,446.48,5514.79
"2016",4964.00,33.01,5766.97
"2016",4965.00,0.00,5804.59
"2016",4966.00,0.00,6073.71
"2016",4967.00,0.00,5735.46
"2016",4968.00,0.00,5167.72
"2016",4969.00,0.00,4726.25
"2016",4970.00,0.00,4461.73
"2016",4971.00,0.00,4254.36
"2016",4972.00,0.00,4186.16
"2016",4973.00,0.00,4192.61
"2016",4974.00,17.36,4240.69
"2016",4975.00,312.01,3975.53
"2016",4976.00,1328.94,3593.62
"2016",4977.00,2625.05,3239.44
"2016",4978.00,3430.13,2794.73
"2016",4979.00,3804.77,2616.40
"2016",4980.00,3958.36,2565.11
"2016",4981.00,3978.63,2249.91
"2016",4982.00,3911.10,2448.32
"2016",4983.00,3801.89,2631.26
"2016",4984.00,3508.04,2879.95
"2016",4985.00,2947.51,3335.41
"2016",4986.00,1785.42,4338.06
"2016",4987.00,426.97,5571.16
"2016",4988.00,31.11,5846.29
"2016",4989.00,0.00,5759.42
"2016",4990.00,0.00,6006.43
"2016",4991.00,0.00,5698.59
"2016",4992.00,0.00,5094.91
"2016",4993.00,0.00,4625.79
"2016",4994.00,0.00,4409.20
"2016",4995.00,0.00,4223.95
"2016",4996.00,0.00,4135.47
"2016",4997.00,0.00,4084.78
"2016",4998.00,17.80,4022.74
"2016",4999.00,316.57,3559.91
"2016",5000.00,1309.24,2920.23
"2016",5001.00,2571.46,2105.94
"2016",5002.00,3378.55,1725.58
"2016",5003.00,3754.53,1575.40
"2016",5004.00,3895.56,1603.03
"2016",5005.00,3963.87,1442.56
"2016",5006.00,3939.49,1265.10
"2016",5007.00,3790.73,1390.81
"2016",5008.00,3491.41,1675.39
"2016",5009.00,2956.10,2158.16
"2016",5010.00,1784.25,3304.21
"2016",5011.00,422.40,4705.69
"2016",5012.00,29.45,5160.39
"2016",5013.00,0.00,5410.12
"2016",5014.00,0.00,5627.63
"2016",5015.00,0.00,5365.88
"2016",5016.00,0.00,4953.90
"2016",5017.00,0.00,4551.13
"2016",5018.00,0.00,4245.14
"2016",5019.00,0.00,3987.08
"2016",5020.00,0.00,3898.60
"2016",5021.00,0.00,3832.24
"2016",5022.00,16.23,3812.32
"2016",5023.00,312.65,3297.48
"2016",5024.00,1333.99,2449.40
"2016",5025.00,2623.41,1513.90
"2016",5026.00,3408.29,1066.34
"2016",5027.00,3775.61,947.88
"2016",5028.00,3960.10,915.45
"2016",5029.00,4004.39,879.46
"2016",5030.00,3950.58,776.59
"2016",5031.00,3787.76,892.41
"2016",5032.00,3461.74,1091.23
"2016",5033.00,2896.72,1703.26
"2016",5034.00,1741.04,2887.52
"2016",5035.00,413.84,4311.49
"2016",5036.00,26.69,4824.90
"2016",5037.00,0.00,5096.75
"2016",5038.00,0.00,5523.48
"2016",5039.00,0.00,5295.83
"2016",5040.00,0.00,4901.36
"2016",5041.00,0.00,4451.60
"2016",5042.00,0.00,4176.02
"2016",5043.00,0.00,3998.14
"2016",5044.00,0.00,3954.82
"2016",5045.00,0.00,3918.88
"2016",5046.00,13.66,4016.74
"2016",5047.00,258.88,3858.15
"2016",5048.00,1180.92,3631.97
"2016",5049.00,2518.44,3353.43
"2016",5050.00,3362.26,3105.91
"2016",5051.00,3750.84,2980.00
"2016",5052.00,3921.16,2897.24
"2016",5053.00,3960.25,2618.53
"2016",5054.00,3897.87,2871.69
"2016",5055.00,3712.93,3142.34
"2016",5056.00,3395.65,3423.68
"2016",5057.00,2745.56,3977.91
"2016",5058.00,1607.67,4970.19
"2016",5059.00,382.96,5993.97
"2016",5060.00,26.99,6178.51
"2016",5061.00,0.00,6168.64
"2016",5062.00,0.00,6458.04
"2016",5063.00,0.00,6071.87
"2016",5064.00,0.00,5480.16
"2016",5065.00,0.00,4963.11
"2016",5066.00,0.00,4620.26
"2016",5067.00,0.00,4430.40
"2016",5068.00,0.00,4346.53
"2016",5069.00,0.00,4329.01
"2016",5070.00,14.19,4312.98
"2016",5071.00,272.35,4129.48
"2016",5072.00,1250.94,3733.38
"2016",5073.00,2575.20,3359.34
"2016",5074.00,3403.51,2908.90
"2016",5075.00,3781.24,2711.82
"2016",5076.00,3946.64,2712.32
"2016",5077.00,3974.88,2379.93
"2016",5078.00,3879.69,2645.63
"2016",5079.00,3663.82,2913.11
"2016",5080.00,3326.55,3184.94
"2016",5081.00,2727.97,3670.16
"2016",5082.00,1628.25,4592.92
"2016",5083.00,384.33,5618.42
"2016",5084.00,25.17,5913.05
"2016",5085.00,0.00,5990.76
"2016",5086.00,0.00,6170.48
"2016",5087.00,0.00,5805.51
"2016",5088.00,0.00,5200.90
"2016",5089.00,0.00,4765.88
"2016",5090.00,0.00,4454.36
"2016",5091.00,0.00,4297.68
"2016",5092.00,0.00,4112.43
"2016",5093.00,0.00,4135.47
"2016",5094.00,13.47,4191.13
"2016",5095.00,269.59,3947.90
"2016",5096.00,1210.13,3651.60
"2016",5097.00,2526.70,3209.68
"2016",5098.00,3363.94,2826.82
"2016",5099.00,3754.85,2630.38
"2016",5100.00,3959.08,2552.42
"2016",5101.00,4018.21,2083.15
"2016",5102.00,3930.01,2325.27
"2016",5103.00,3712.46,2612.86
"2016",5104.00,3336.41,2952.05
"2016",5105.00,2649.45,3561.58
"2016",5106.00,1441.51,4605.47
"2016",5107.00,335.89,5498.19
"2016",5108.00,24.04,5761.20
"2016",5109.00,0.00,5769.56
"2016",5110.00,0.00,6067.26
"2016",5111.00,0.00,5704.12
"2016",5112.00,0.00,5129.93
"2016",5113.00,0.00,4635.93
"2016",5114.00,0.00,4375.10
"2016",5115.00,0.00,4218.42
"2016",5116.00,0.00,4151.14
"2016",5117.00,0.00,4091.23
"2016",5118.00,10.25,4192.49
"2016",5119.00,221.22,3940.05
"2016",5120.00,1079.27,3730.85
"2016",5121.00,2417.20,3281.39
"2016",5122.00,3314.60,2785.83
"2016",5123.00,3734.28,2578.14
"2016",5124.00,3919.74,2520.79
"2016",5125.00,3915.40,2158.30
"2016",5126.00,3774.39,2509.46
"2016",5127.00,3496.14,2888.16
"2016",5128.00,3126.48,3206.21
"2016",5129.00,2471.93,3787.95
"2016",5130.00,1402.17,4624.53
"2016",5131.00,331.44,5521.07
"2016",5132.00,24.64,5861.98
"2016",5133.00,0.00,5904.12
"2016",5134.00,0.00,6093.98
"2016",5135.00,0.00,5739.15
"2016",5136.00,0.00,5165.88
"2016",5137.00,0.00,4708.74
"2016",5138.00,0.00,4373.25
"2016",5139.00,0.00,4231.32
"2016",5140.00,0.00,4206.43
"2016",5141.00,0.00,4189.84
"2016",5142.00,10.57,4216.14
"2016",5143.00,233.75,4002.17
"2016",5144.00,1103.94,3747.65
"2016",5145.00,2334.76,3428.35
"2016",5146.00,3231.93,2987.40
"2016",5147.00,3697.84,2720.57
"2016",5148.00,3890.18,2739.28
"2016",5149.00,3919.57,2399.30
"2016",5150.00,3758.39,2636.97
"2016",5151.00,3514.28,3010.12
"2016",5152.00,3178.61,3289.57
"2016",5153.00,2519.29,3835.52
"2016",5154.00,1400.72,4745.80
"2016",5155.00,329.06,5748.34
"2016",5156.00,23.40,5877.96
"2016",5157.00,0.00,5972.33
"2016",5158.00,0.00,6140.07
"2016",5159.00,0.00,5785.23
"2016",5160.00,0.00,5238.69
"2016",5161.00,0.00,4818.41
"2016",5162.00,0.00,4510.58
"2016",5163.00,0.00,4314.27
"2016",5164.00,0.00,4155.74
"2016",5165.00,0.00,4122.56
"2016",5166.00,10.14,4125.32
"2016",5167.00,224.92,3735.43
"2016",5168.00,1110.65,3104.08
"2016",5169.00,2353.45,2353.44
"2016",5170.00,3199.62,1938.61
"2016",5171.00,3626.68,1694.03
"2016",5172.00,3823.24,1654.16
"2016",5173.00,3805.53,1600.90
"2016",5174.00,3631.43,1641.36
"2016",5175.00,3361.09,1906.17
"2016",5176.00,3001.83,2162.20
"2016",5177.00,2357.66,2749.23
"2016",5178.00,1159.56,3951.02
"2016",5179.00,250.94,4933.37
"2016",5180.00,16.82,5270.72
"2016",5181.00,0.00,5512.42
"2016",5182.00,0.00,5662.65
"2016",5183.00,0.00,5369.56
"2016",5184.00,0.00,4867.26
"2016",5185.00,0.00,4533.62
"2016",5186.00,0.00,4282.93
"2016",5187.00,0.00,4070.03
"2016",5188.00,0.00,3941.00
"2016",5189.00,0.00,3836.85
"2016",5190.00,9.03,3847.17
"2016",5191.00,199.59,3500.85
"2016",5192.00,986.61,2810.61
"2016",5193.00,2237.50,1808.57
"2016",5194.00,3183.53,1203.55
"2016",5195.00,3618.52,1007.27
"2016",5196.00,3856.81,893.40
"2016",5197.00,3897.65,805.56
"2016",5198.00,3793.41,754.04
"2016",5199.00,3531.60,978.98
"2016",5200.00,3102.51,1304.84
"2016",5201.00,2416.82,1928.78
"2016",5202.00,1288.82,3069.69
"2016",5203.00,284.58,4141.21
"2016",5204.00,17.64,4584.18
"2016",5205.00,0.00,5027.63
"2016",5206.00,0.00,5221.18
"2016",5207.00,0.00,4983.39
"2016",5208.00,0.00,4611.96
"2016",5209.00,0.00,4267.26
"2016",5210.00,0.00,3983.39
"2016",5211.00,0.00,3824.87
"2016",5212.00,0.00,3773.26
"2016",5213.00,0.00,3792.61
"2016",5214.00,9.30,3831.23
"2016",5215.00,235.94,3679.25
"2016",5216.00,1119.56,3297.94
"2016",5217.00,2401.05,2881.88
"2016",5218.00,3318.54,2361.62
"2016",5219.00,3790.54,2049.06
"2016",5220.00,4011.45,1986.68
"2016",5221.00,4074.16,1629.97
"2016",5222.00,4044.55,1706.58
"2016",5223.00,3903.20,1930.87
"2016",5224.00,3584.40,2215.57
"2016",5225.00,2972.00,2773.59
"2016",5226.00,1721.35,3926.55
"2016",5227.00,396.24,5079.31
"2016",5228.00,21.36,5358.34
"2016",5229.00,0.00,5535.46
"2016",5230.00,0.00,5708.73
"2016",5231.00,0.00,5335.46
"2016",5232.00,0.00,4769.57
"2016",5233.00,0.00,4398.14
"2016",5234.00,0.00,4112.43
"2016",5235.00,0.00,3996.30
"2016",5236.00,0.00,3897.68
"2016",5237.00,0.00,3908.74
"2016",5238.00,9.72,3962.62
"2016",5239.00,245.05,3668.30
"2016",5240.00,1114.78,3355.25
"2016",5241.00,2309.07,2935.15
"2016",5242.00,3139.44,2422.75
"2016",5243.00,3619.06,2131.15
"2016",5244.00,3913.77,1964.54
"2016",5245.00,4024.90,1633.14
"2016",5246.00,3981.80,1832.00
"2016",5247.00,3792.16,2007.82
"2016",5248.00,3433.09,2353.06
"2016",5249.00,2772.60,2952.72
"2016",5250.00,1526.75,4091.66
"2016",5251.00,338.34,5178.69
"2016",5252.00,17.69,5468.00
"2016",5253.00,0.00,5646.98
"2016",5254.00,0.00,5763.11
"2016",5255.00,0.00,5399.06
"2016",5256.00,0.00,4774.17
"2016",5257.00,0.00,4401.83
"2016",5258.00,0.00,4168.65
"2016",5259.00,0.00,4030.40
"2016",5260.00,0.00,3890.31
"2016",5261.00,0.00,3868.19
"2016",5262.00,8.21,3993.62
"2016",5263.00,223.42,3735.09
"2016",5264.00,1033.92,3469.28
