"","","Mid","Mid","South","South","North","North"
"Year","Time","pv","gas","pv","gas","pv","gas"
"2016",7057.00,0.00,43997.02,0.00,3893.99,0.00,10079.17
"2016",7058.00,0.00,44634.04,0.00,3679.25,0.00,10133.19
"2016",7059.00,0.00,46379.86,0.00,3630.40,0.00,10280.98
"2016",7060.00,0.00,49601.49,0.00,3594.46,0.00,10881.91
"2016",7061.00,0.00,58360.35,0.00,3610.12,0.00,12530.14
"2016",7062.00,0.00,65282.11,0.00,3744.69,0.00,13979.56
"2016",7063.00,4.45,66559.40,30.49,4192.53,0.99,14149.62
"2016",7064.00,1891.74,64699.01,548.25,4329.15,9.85,14037.97
"2016",7065.00,6655.15,60814.75,1914.47,3721.45,185.21,13810.85
"2016",7066.00,11059.90,57179.63,3080.50,2913.94,397.02,13556.28
"2016",7067.00,14307.92,52980.39,3656.86,2413.17,527.06,13290.45
"2016",7068.00,16341.05,50274.69,3884.17,2294.61,587.15,13108.07
"2016",7069.00,17125.50,48591.86,3996.40,1704.04,540.85,13049.35
"2016",7070.00,15956.79,48911.21,3928.51,1982.07,394.06,13215.64
"2016",7071.00,13314.96,50356.81,3654.26,2324.52,212.79,13255.12
"2016",7072.00,9350.97,54651.33,2950.15,2977.93,111.32,13797.71
"2016",7073.00,6636.18,61099.87,1464.47,4388.04,76.84,14305.58
"2016",7074.00,0.00,69299.31,267.55,5440.26,0.00,14219.63
"2016",7075.00,0.00,65242.72,7.45,5976.86,0.00,13828.76
"2016",7076.00,0.00,62312.21,0.00,6445.14,0.00,13113.05
"2016",7077.00,0.00,59271.21,0.00,6164.03,0.00,12269.06
"2016",7078.00,0.00,54286.46,0.00,5877.40,0.00,11395.06
"2016",7079.00,0.00,50866.90,0.00,5288.46,0.00,10896.91
"2016",7080.00,0.00,49058.63,0.00,4790.76,0.00,10680.10
"2016",7081.00,0.00,48217.91,0.00,4375.10,0.00,10572.82
"2016",7082.00,0.00,48444.66,0.00,4132.70,0.00,10644.09
"2016",7083.00,0.00,49692.77,0.00,3988.00,0.00,10814.39
"2016",7084.00,0.00,52448.41,0.00,3938.23,0.00,11437.07
"2016",7085.00,0.00,60085.02,0.00,3952.98,0.00,12976.51
"2016",7086.00,0.00,66665.70,0.00,4069.11,0.00,14353.91
"2016",7087.00,6.15,67684.75,27.31,4451.01,0.00,14431.19
"2016",7088.00,916.88,67181.40,521.53,4566.93,15.76,14173.85
"2016",7089.00,3733.98,64780.33,1867.43,3976.78,288.65,13768.18
"2016",7090.00,6730.23,62592.14,3072.28,3035.53,635.42,13184.34
"2016",7091.00,9454.45,59124.25,3647.25,2526.00,893.53,12736.42
"2016",7092.00,11402.21,56563.48,3884.23,2363.67,1026.53,12482.64
"2016",7093.00,12024.64,54983.11,3989.98,1723.36,1098.44,12248.68
"2016",7094.00,11180.57,55122.90,3918.16,1991.50,976.28,12425.60
"2016",7095.00,9108.19,55920.26,3624.69,2380.82,694.53,12615.08
"2016",7096.00,5836.08,59198.14,2884.06,3115.92,490.60,13355.41
"2016",7097.00,4889.69,62916.50,1412.35,4531.41,59.11,14308.31
"2016",7098.00,0.00,69008.18,257.74,5625.18,0.00,14295.40
"2016",7099.00,0.00,65466.59,7.01,6358.86,0.00,13930.04
"2016",7100.00,0.00,62150.79,0.00,6582.46,0.00,13431.15
"2016",7101.00,0.00,59383.62,0.00,6211.04,0.00,12544.39
"2016",7102.00,0.00,54731.32,0.00,5916.11,0.00,11807.68
"2016",7103.00,0.00,51379.97,0.00,5402.74,0.00,11234.51
"2016",7104.00,0.00,49385.31,0.00,4786.16,0.00,10946.43
"2016",7105.00,0.00,48204.46,0.00,4437.77,0.00,10869.15
"2016",7106.00,0.00,48371.64,0.00,4212.89,0.00,10872.15
"2016",7107.00,0.00,50016.57,0.00,4043.30,0.00,11031.20
"2016",7108.00,0.00,52710.71,0.00,3991.69,0.00,11714.65
"2016",7109.00,0.00,59630.56,0.00,3983.39,0.00,13342.62
"2016",7110.00,0.00,66257.35,0.00,4089.38,0.00,14785.29
"2016",7111.00,0.00,67998.36,24.18,4457.83,0.00,14807.80
"2016",7112.00,738.91,67391.08,492.17,4728.08,11.82,14627.18
"2016",7113.00,3377.87,65269.04,1800.39,4119.40,283.72,14157.22
"2016",7114.00,6632.24,62446.08,2973.78,3151.54,600.94,13620.18
"2016",7115.00,9472.18,59178.57,3570.83,2725.92,834.42,13130.13
"2016",7116.00,10877.97,57054.09,3783.84,2557.15,948.70,12799.04
"2016",7117.00,11743.48,55362.27,3859.09,2009.09,949.68,12615.00
"2016",7118.00,11294.10,55381.21,3677.30,2368.76,842.30,12749.39
"2016",7119.00,9480.24,55946.96,3293.09,2798.13,605.87,12838.78
"2016",7120.00,6348.57,59609.00,2551.73,3503.55,472.87,13435.41
"2016",7121.00,6211.07,62462.74,1237.93,4741.77,22.66,14511.31
"2016",7122.00,0.00,68375.96,246.02,5609.26,0.00,14379.42
"2016",7123.00,0.00,65162.01,6.60,6186.00,0.00,13983.31
"2016",7124.00,0.00,62646.58,0.00,6538.22,0.00,13437.90
"2016",7125.00,0.00,60110.01,0.00,6245.14,0.00,12583.40
"2016",7126.00,0.00,55204.05,0.00,5934.54,0.00,11791.92
"2016",7127.00,0.00,50839.03,0.00,5379.70,0.00,11353.04
"2016",7128.00,0.00,48550.35,0.00,4819.34,0.00,11217.25
"2016",7129.00,0.00,47336.83,0.00,4423.02,0.00,11169.24
"2016",7130.00,0.00,47469.43,0.00,4186.16,0.00,11155.74
"2016",7131.00,0.00,48714.65,0.00,4078.32,0.00,11353.79
"2016",7132.00,0.00,51482.78,0.00,3999.06,0.00,11893.20
"2016",7133.00,0.00,58338.25,0.00,4017.50,0.00,13499.42
"2016",7134.00,0.00,64879.53,0.00,4083.85,0.00,14915.83
"2016",7135.00,12.83,66960.34,15.51,4479.41,0.00,14897.07
"2016",7136.00,1139.10,66160.74,348.66,4762.84,7.88,14788.66
"2016",7137.00,4261.80,63600.12,1353.04,4445.09,259.09,14426.42
"2016",7138.00,7068.69,61774.23,2436.70,3644.39,586.16,13864.53
"2016",7139.00,9513.86,58646.87,3093.45,3081.64,833.44,13311.92
"2016",7140.00,11327.67,56255.61,3433.10,2812.03,956.58,12941.20
"2016",7141.00,13144.32,53254.27,3455.00,2285.99,994.02,12753.72
"2016",7142.00,12462.13,53194.70,3380.44,2518.15,900.43,12848.06
"2016",7143.00,10165.86,54558.02,3052.31,2966.10,689.60,12995.12
"2016",7144.00,7014.45,57811.28,2414.07,3552.73,577.30,13582.31
"2016",7145.00,5534.93,61816.79,1297.90,4595.17,0.00,14687.01
"2016",7146.00,0.00,67678.40,240.22,5534.87,0.00,14584.23
"2016",7147.00,0.00,65021.73,6.30,6145.75,0.00,14222.63
"2016",7148.00,0.00,62150.79,0.00,6539.14,0.00,13654.71
"2016",7149.00,0.00,59791.01,0.00,6280.16,0.00,12841.48
"2016",7150.00,0.00,55138.71,0.00,5919.79,0.00,11980.23
"2016",7151.00,0.00,50653.59,0.00,5314.26,0.00,11479.08
"2016",7152.00,0.00,48062.25,0.00,4778.78,0.00,11185.75
"2016",7153.00,0.00,46654.65,0.00,4412.89,0.00,11078.46
"2016",7154.00,0.00,46822.79,0.00,4123.49,0.00,11154.99
"2016",7155.00,0.00,48271.71,0.00,4041.46,0.00,11317.78
"2016",7156.00,0.00,51078.28,0.00,3942.84,0.00,11901.45
"2016",7157.00,0.00,57153.56,0.00,4001.83,0.00,13461.16
"2016",7158.00,0.00,63620.85,0.00,4113.35,0.00,14894.82
"2016",7159.00,67.60,66534.68,21.69,4497.18,0.00,15025.36
"2016",7160.00,1444.36,66197.53,457.16,4675.54,2.96,14968.39
"2016",7161.00,5663.59,62706.61,1570.85,4253.09,300.47,14591.35
"2016",7162.00,9533.72,59463.89,2725.48,3374.95,730.00,13970.52
"2016",7163.00,12223.27,56074.87,3337.96,2873.08,1036.38,13417.32
"2016",7164.00,13657.86,53405.62,3584.89,2651.03,1188.09,12877.74
"2016",7165.00,13756.54,51909.90,3596.02,2146.82,1192.03,12575.96
"2016",7166.00,12433.82,51874.02,3439.70,2438.62,1097.46,12461.23
"2016",7167.00,9799.39,53799.36,3129.57,2895.29,724.09,12733.32
"2016",7168.00,6322.31,57767.42,2474.28,3476.85,479.77,13458.53
"2016",7169.00,4972.78,61895.65,1168.66,4670.03,0.00,14067.33
"2016",7170.00,0.00,67098.07,219.75,5468.71,0.00,13598.45
"2016",7171.00,0.00,63492.10,5.90,6108.36,0.00,13049.29
"2016",7172.00,0.00,60554.87,0.00,6460.80,0.00,12446.11
"2016",7173.00,0.00,58747.56,0.00,6200.90,0.00,11859.44
"2016",7174.00,0.00,54704.42,0.00,5794.45,0.00,11148.23
"2016",7175.00,0.00,50327.87,0.00,5365.88,0.00,10585.57
"2016",7176.00,0.00,47261.89,0.00,4786.16,0.00,10278.73
"2016",7177.00,0.00,45408.46,0.00,4436.85,0.00,10087.43
"2016",7178.00,0.00,45170.18,0.00,4181.55,0.00,10029.66
"2016",7179.00,0.00,45690.95,0.00,3988.92,0.00,9994.40
"2016",7180.00,0.00,45571.80,0.00,3892.15,0.00,10138.44
"2016",7181.00,0.00,46506.68,0.00,3835.93,0.00,10572.82
"2016",7182.00,0.00,49765.79,0.00,3870.03,0.00,11163.99
"2016",7183.00,0.00,53491.86,15.63,4006.47,0.00,11593.86
"2016",7184.00,1449.03,55103.05,387.71,3650.06,1.97,12033.02
"2016",7185.00,5778.30,52298.60,1512.84,3018.94,76.84,12201.22
"2016",7186.00,9927.65,48811.26,2718.69,2234.28,180.28,12139.04
"2016",7187.00,13240.33,44697.26,3348.88,1744.19,253.18,11906.34
"2016",7188.00,14754.63,41121.99,3518.39,1614.31,269.93,11634.52
"2016",7189.00,15101.07,39345.85,3557.65,1504.08,274.86,11553.07
"2016",7190.00,13974.26,39978.80,3441.03,1449.27,230.53,11547.14
"2016",7191.00,11588.86,42137.45,3099.08,1792.15,77.83,11909.90
"2016",7192.00,8117.76,47642.60,2401.51,2329.35,53.20,12507.70
"2016",7193.00,4748.76,54337.01,1139.59,3537.81,0.00,12750.70
"2016",7194.00,0.00,57877.06,209.12,4524.50,0.00,12364.34
"2016",7195.00,0.00,54193.26,5.54,5326.24,0.00,11876.70
"2016",7196.00,0.00,51999.70,0.00,5765.88,0.00,11353.79
"2016",7197.00,0.00,51143.61,0.00,5573.25,0.00,10962.93
"2016",7198.00,0.00,47823.01,0.00,5319.79,0.00,10402.52
"2016",7199.00,0.00,44604.26,0.00,4934.54,0.00,9907.37
"2016",7200.00,0.00,42117.65,0.00,4544.68,0.00,9678.56
"2016",7201.00,0.00,40876.26,0.00,4150.21,0.00,9484.25
"2016",7202.00,0.00,40689.87,0.00,3856.21,0.00,9480.50
"2016",7203.00,0.00,40598.59,0.00,3691.23,0.00,9424.98
"2016",7204.00,0.00,40721.57,0.00,3532.70,0.00,9454.24
"2016",7205.00,0.00,39931.78,0.00,3531.78,0.00,9637.30
"2016",7206.00,0.00,40043.23,0.00,3532.70,0.00,9998.15
"2016",7207.00,12.98,42317.01,12.83,3480.24,0.00,10163.20
"2016",7208.00,1488.72,44564.46,357.00,3052.20,0.00,10650.09
"2016",7209.00,5970.47,42482.84,1433.23,2181.50,37.44,11029.78
"2016",7210.00,9745.05,40573.22,2655.29,1364.97,124.13,11193.65
"2016",7211.00,12937.79,39398.20,3326.55,1003.39,184.22,11266.35
"2016",7212.00,15305.93,35428.37,3547.46,922.57,197.03,11308.31
"2016",7213.00,17403.18,31345.10,3597.44,1069.82,174.37,11294.21
"2016",7214.00,16148.94,30994.77,3452.07,1105.51,217.72,11209.60
"2016",7215.00,13389.29,33356.64,3122.69,1188.82,41.38,11614.01
"2016",7216.00,9908.88,37866.08,2410.67,1818.81,30.54,12183.75
"2016",7217.00,5047.55,48567.30,1155.59,2966.06,0.00,12809.97
"2016",7218.00,0.00,55981.35,203.96,3975.75,0.00,12669.68
"2016",7219.00,0.00,54712.11,5.06,4847.45,0.00,12444.61
"2016",7220.00,0.00,52396.52,0.00,5305.97,0.00,12116.02
"2016",7221.00,0.00,51780.64,0.00,5275.55,0.00,11542.10
"2016",7222.00,0.00,52215.89,0.00,5148.37,0.00,10928.42
"2016",7223.00,0.00,48142.00,0.00,4928.09,0.00,10397.27
"2016",7224.00,0.00,46317.40,0.00,4597.22,0.00,10087.43
"2016",7225.00,0.00,45067.37,0.00,4113.35,0.00,9964.39
"2016",7226.00,0.00,45017.41,0.00,3846.07,0.00,9885.62
"2016",7227.00,0.00,45712.08,0.00,3697.68,0.00,9930.63
"2016",7228.00,0.00,47112.96,0.00,3614.73,0.00,10025.91
"2016",7229.00,0.00,50723.73,0.00,3580.63,0.00,10630.58
"2016",7230.00,0.00,58239.29,0.00,3594.46,0.00,11983.98
"2016",7231.00,88.90,63696.25,13.59,3755.06,0.00,13149.06
"2016",7232.00,958.90,64890.09,381.90,3721.31,0.99,13548.70
"2016",7233.00,3693.08,62563.31,1526.86,3259.30,69.95,13596.02
"2016",7234.00,7114.27,60235.53,2797.84,2820.57,242.35,13541.40
"2016",7235.00,9437.36,58830.03,3437.26,2489.90,365.49,13486.53
"2016",7236.00,10392.20,57193.00,3721.24,2382.88,422.63,13450.40
"2016",7237.00,11100.27,56135.20,3788.76,2416.75,573.36,13172.13
"2016",7238.00,9646.29,56930.05,3671.57,2099.83,527.06,13201.93
"2016",7239.00,7239.69,58839.91,3330.41,2653.90,290.62,13562.15
"2016",7240.00,5152.24,60830.31,2541.63,3584.61,240.38,13869.72
"2016",7241.00,3488.16,65819.80,1175.16,4913.30,0.00,14339.66
"2016",7242.00,0.00,69799.90,198.99,5872.87,0.00,14008.81
"2016",7243.00,0.00,67313.29,4.87,6323.21,0.00,13650.96
"2016",7244.00,0.00,63421.96,0.00,6601.82,0.00,13157.32
"2016",7245.00,0.00,60652.87,0.00,6365.87,0.00,12517.38
"2016",7246.00,0.00,58576.53,0.00,6055.28,0.00,11707.15
"2016",7247.00,0.00,52718.40,0.00,5724.40,0.00,10857.15
"2016",7248.00,0.00,48632.98,0.00,5353.90,0.00,10223.22
"2016",7249.00,0.00,46404.84,0.00,4741.92,0.00,10011.65
"2016",7250.00,0.00,45844.68,0.00,4418.42,0.00,9958.39
"2016",7251.00,0.00,46437.50,0.00,4176.02,0.00,9953.14
"2016",7252.00,0.00,48171.79,0.00,4072.79,0.00,10112.18
"2016",7253.00,0.00,51091.73,0.00,3978.79,0.00,10756.62
"2016",7254.00,0.00,58251.78,0.00,4037.77,0.00,12089.01
"2016",7255.00,17.10,63917.94,16.44,4115.34,0.00,13158.07
"2016",7256.00,433.69,65673.77,454.23,3895.06,0.99,13482.68
"2016",7257.00,2010.93,64534.66,1705.15,3278.24,131.02,13372.14
"2016",7258.00,3995.61,63413.76,2918.40,2856.70,363.52,13108.14
"2016",7259.00,5575.64,63084.72,3583.61,2490.10,518.19,12872.45
"2016",7260.00,6452.56,61224.88,3879.57,2322.25,592.08,12741.54
"2016",7261.00,7053.99,60464.92,3988.30,2284.49,651.18,12565.40
"2016",7262.00,6169.42,60023.56,3900.39,1918.02,581.24,12587.33
"2016",7263.00,4633.09,61212.07,3591.02,2411.72,379.28,12950.58
"2016",7264.00,2831.27,62462.38,2818.28,3300.59,321.16,13482.85
"2016",7265.00,2995.91,66113.16,1294.91,4811.98,0.00,14464.20
"2016",7266.00,0.00,69841.21,206.38,5894.06,0.00,14281.89
"2016",7267.00,0.00,67835.98,4.64,6352.02,0.00,13940.54
"2016",7268.00,0.00,63620.85,0.00,6631.31,0.00,13477.66
"2016",7269.00,0.00,60589.46,0.00,6431.31,0.00,12878.99
"2016",7270.00,0.00,58825.39,0.00,6136.38,0.00,12224.80
"2016",7271.00,0.00,53941.53,0.00,5812.88,0.00,11412.31
"2016",7272.00,0.00,50130.91,0.00,5408.27,0.00,10987.69
"2016",7273.00,0.00,47914.29,0.00,4740.07,0.00,10818.89
"2016",7274.00,0.00,47380.07,0.00,4438.69,0.00,10734.86
"2016",7275.00,0.00,47692.34,0.00,4204.59,0.00,10791.13
"2016",7276.00,0.00,48801.13,0.00,4056.20,0.00,10999.69
"2016",7277.00,0.00,51125.36,0.00,3981.55,0.00,11695.14
"2016",7278.00,0.00,56969.08,0.00,3971.41,0.00,13219.59
"2016",7279.00,0.00,61663.66,13.18,4120.44,0.00,14178.36
"2016",7280.00,461.26,63220.12,403.38,3916.42,0.00,14416.18
"2016",7281.00,3270.44,60507.03,1618.57,3364.82,46.30,14196.58
"2016",7282.00,7087.31,57220.53,2876.58,2941.83,146.79,13986.56
"2016",7283.00,10834.14,54849.60,3538.85,2483.25,206.88,13809.44
"2016",7284.00,13426.98,51066.30,3794.41,2380.68,224.61,13613.15
"2016",7285.00,14974.22,48666.81,3885.89,2390.58,224.61,13604.90
"2016",7286.00,14133.50,48445.81,3791.40,1993.83,185.21,13741.08
"2016",7287.00,11118.90,50799.38,3496.09,2509.41,90.63,14064.47
"2016",7288.00,8050.12,54137.18,2726.97,3370.70,93.59,14384.11
"2016",7289.00,3340.49,63610.57,1253.55,4783.30,0.00,14792.79
"2016",7290.00,0.00,68153.05,201.51,5825.20,0.00,14398.93
"2016",7291.00,0.00,65708.72,4.38,6284.07,0.00,13960.05
"2016",7292.00,0.00,61853.90,0.00,6496.75,0.00,13410.89
"2016",7293.00,0.00,59018.51,0.00,6344.68,0.00,12723.69
"2016",7294.00,0.00,57417.78,0.00,5987.99,0.00,11797.92
"2016",7295.00,0.00,52903.84,0.00,5714.26,0.00,10969.68
"2016",7296.00,0.00,48823.23,0.00,5364.03,0.00,10410.77
"2016",7297.00,0.00,46778.60,0.00,4737.31,0.00,10130.19
"2016",7298.00,0.00,45778.38,0.00,4412.89,0.00,10042.41
"2016",7299.00,0.00,45775.50,0.00,4123.49,0.00,10017.66
"2016",7300.00,0.00,45992.64,0.00,3931.78,0.00,10110.68
"2016",7301.00,0.00,46259.75,0.00,3893.99,0.00,10600.58
"2016",7302.00,0.00,46532.63,0.00,3871.87,0.00,11870.69
"2016",7303.00,0.00,49347.84,13.72,3814.84,0.00,12801.71
"2016",7304.00,1258.05,50688.80,450.05,3263.30,1.97,13129.84
"2016",7305.00,7188.64,46357.03,1666.99,1997.52,35.47,13212.63
"2016",7306.00,12351.52,43050.46,2895.71,1119.95,176.34,13236.80
"2016",7307.00,15718.59,40844.06,3488.31,867.43,335.94,13067.45
"2016",7308.00,17388.76,38870.27,3743.71,815.72,469.92,12862.20
"2016",7309.00,18087.56,36652.41,3861.73,788.94,609.81,12587.27
"2016",7310.00,16360.53,36836.36,3826.27,765.41,541.83,12569.72
"2016",7311.00,13402.63,39575.19,3519.88,950.15,392.09,12868.01
"2016",7312.00,9866.64,43805.85,2734.56,1589.84,444.30,13199.16
"2016",7313.00,3729.07,54418.93,1244.26,2974.16,0.00,14261.64
"2016",7314.00,0.00,60458.78,202.72,3999.10,0.00,14058.33
"2016",7315.00,0.00,58971.43,3.96,4944.41,0.00,13837.01
"2016",7316.00,0.00,56186.97,0.00,5379.70,0.00,13479.16
"2016",7317.00,0.00,54194.22,0.00,5434.08,0.00,12866.23
"2016",7318.00,0.00,52760.68,0.00,5327.17,0.00,12149.77
"2016",7319.00,0.00,48941.41,0.00,5072.79,0.00,11422.81
"2016",7320.00,0.00,45408.46,0.00,4744.68,0.00,10942.67
"2016",7321.00,0.00,43162.06,0.00,4336.39,0.00,10806.14
"2016",7322.00,0.00,42486.60,0.00,3931.78,0.00,10765.62
"2016",7323.00,0.00,42990.07,0.00,3726.25,0.00,10865.40
"2016",7324.00,0.00,44387.11,0.00,3663.58,0.00,11035.70
"2016",7325.00,0.00,47277.26,0.00,3637.77,0.00,11693.64
"2016",7326.00,0.00,53117.14,0.00,3630.40,0.00,12975.76
"2016",7327.00,0.00,58227.76,12.42,3699.08,0.00,13957.80
"2016",7328.00,909.32,60272.96,437.27,3478.84,1.97,14463.73
"2016",7329.00,4831.78,57194.11,1650.10,2824.53,121.17,14309.26
"2016",7330.00,8095.11,54733.06,2915.74,2314.66,326.08,14042.08
"2016",7331.00,10378.91,53331.30,3488.28,2038.89,460.06,13653.78
"2016",7332.00,11360.12,51877.37,3718.27,1943.46,501.44,13409.09
"2016",7333.00,12334.49,49592.43,3823.82,1867.40,466.96,13120.98
"2016",7334.00,10986.70,49569.13,3754.91,1694.84,356.62,13031.76
"2016",7335.00,8720.41,51439.56,3421.01,2095.09,181.27,13238.63
"2016",7336.00,6099.50,55058.76,2592.47,2998.29,212.79,13888.30
"2016",7337.00,2055.04,63537.42,1118.91,4382.45,0.00,14572.98
"2016",7338.00,0.00,66318.84,172.06,5290.59,0.00,14290.90
"2016",7339.00,0.00,63834.15,3.32,5969.00,0.00,13738.74
"2016",7340.00,0.00,59718.95,0.00,6325.32,0.00,13149.82
"2016",7341.00,0.00,56529.02,0.00,6148.36,0.00,12512.13
"2016",7342.00,0.00,54969.61,0.00,5839.61,0.00,11956.22
"2016",7343.00,0.00,50715.09,0.00,5550.21,0.00,11298.28
"2016",7344.00,0.00,46921.76,0.00,5155.74,0.00,10877.41
"2016",7345.00,0.00,44447.64,0.00,4663.58,0.00,10665.84
"2016",7346.00,0.00,43075.59,0.00,4272.79,0.00,10480.54
"2016",7347.00,0.00,43245.65,0.00,4020.26,0.00,10431.03
"2016",7348.00,0.00,43824.07,0.00,3857.13,0.00,10458.03
"2016",7349.00,0.00,44511.06,0.00,3786.16,0.00,10533.81
"2016",7350.00,0.00,45512.23,0.00,3752.06,0.00,10860.90
"2016",7351.00,0.00,48431.21,11.42,3736.95,0.00,11082.22
"2016",7352.00,638.85,51809.56,423.01,3410.15,6.90,11376.16
"2016",7353.00,3741.99,51909.80,1620.75,2315.64,86.69,11736.74
"2016",7354.00,6297.12,50916.97,2879.28,1570.47,330.03,11659.20
"2016",7355.00,8100.93,49837.62,3514.75,1303.66,541.83,11506.66
"2016",7356.00,9010.58,47987.32,3773.57,1144.39,659.07,11294.90
"2016",7357.00,10490.94,44981.18,3882.56,1127.56,712.26,11072.91
"2016",7358.00,8914.72,45329.46,3810.94,1137.43,618.67,11102.73
"2016",7359.00,6350.57,47760.06,3443.74,1321.22,396.03,11472.41
"2016",7360.00,3841.79,51434.32,2612.96,2181.49,279.78,12269.11
"2016",7361.00,829.36,58910.73,1140.30,3534.33,0.00,13008.77
"2016",7362.00,0.00,59659.38,179.24,4503.69,0.00,12805.47
"2016",7363.00,0.00,57020.00,3.48,5357.79,0.00,12488.12
"2016",7364.00,0.00,53308.34,0.00,5715.18,0.00,12030.49
"2016",7365.00,0.00,51824.84,0.00,5701.36,0.00,11649.38
"2016",7366.00,0.00,51034.08,0.00,5495.83,0.00,11266.02
"2016",7367.00,0.00,47486.72,0.00,5201.82,0.00,10793.38
"2016",7368.00,0.00,44257.40,0.00,4865.42,0.00,10463.29
"2016",7369.00,0.00,41970.64,0.00,4480.17,0.00,10404.02
"2016",7370.00,0.00,40973.31,0.00,4014.73,0.00,10310.24
"2016",7371.00,0.00,40763.85,0.00,3752.06,0.00,10272.73
"2016",7372.00,0.00,41209.67,0.00,3667.27,0.00,10329.75
"2016",7373.00,0.00,40670.65,0.00,3557.59,0.00,10491.04
"2016",7374.00,0.00,40042.27,0.00,3513.35,0.00,10887.16
"2016",7375.00,0.00,41062.66,10.32,3521.47,0.00,11043.95
"2016",7376.00,127.37,43902.31,408.30,3133.62,5.91,11406.40
"2016",7377.00,1714.69,45221.48,1571.00,1933.13,119.20,11638.21
"2016",7378.00,3835.62,45513.18,2849.12,1007.08,448.24,11492.22
"2016",7379.00,5890.74,46219.46,3495.07,705.84,714.23,11325.26
"2016",7380.00,7359.35,43929.35,3740.16,661.66,833.44,11259.32
"2016",7381.00,8846.79,40425.14,3816.02,794.10,915.20,11056.77
"2016",7382.00,7804.55,39942.55,3726.84,864.85,730.98,11246.99
"2016",7383.00,5743.29,41801.08,3396.24,970.57,563.51,11789.58
"2016",7384.00,3537.23,45878.82,2539.88,1747.66,341.85,12821.47
"2016",7385.00,433.47,54651.44,1060.47,3032.60,0.00,13781.50
"2016",7386.00,0.00,56638.56,166.74,3922.64,0.00,13824.26
"2016",7387.00,0.00,55016.69,3.39,4897.98,0.00,13689.22
"2016",7388.00,0.00,52774.13,0.00,5275.55,0.00,13374.88
"2016",7389.00,0.00,51533.71,0.00,5285.69,0.00,12864.73
"2016",7390.00,0.00,51755.66,0.00,5293.07,0.00,12269.81
"2016",7391.00,0.00,48062.25,0.00,5080.16,0.00,11663.63
"2016",7392.00,0.00,44896.35,0.00,4682.93,0.00,11335.79
"2016",7393.00,0.00,43372.48,0.00,4246.99,0.00,11223.26
"2016",7394.00,0.00,43187.04,0.00,3925.33,0.00,11194.75
"2016",7395.00,0.00,44169.96,0.00,3721.64,0.00,11240.51
"2016",7396.00,0.00,45898.48,0.00,3604.59,0.00,11461.83
"2016",7397.00,0.00,49400.68,0.00,3584.32,0.00,12026.74
"2016",7398.00,0.00,57892.43,0.00,3599.06,0.00,13583.44
"2016",7399.00,0.00,63182.72,9.11,3789.95,0.00,14726.77
"2016",7400.00,508.14,64359.86,381.37,3781.75,31.52,14776.27
"2016",7401.00,5036.05,59615.76,1557.59,3140.09,28.57,14695.20
"2016",7402.00,9943.59,55354.85,2917.48,2698.17,92.60,14544.89
"2016",7403.00,13645.64,52606.90,3558.99,2362.64,146.79,14453.20
"2016",7404.00,15482.04,50195.94,3794.37,2321.73,160.58,14340.38
"2016",7405.00,17595.41,47838.51,3877.44,2323.45,175.36,14196.56
"2016",7406.00,16178.53,48571.28,3782.63,1948.22,92.60,14349.84
"2016",7407.00,13583.06,51158.11,3415.79,2505.84,27.58,14631.67
"2016",7408.00,10679.80,54481.25,2493.42,3561.85,67.98,14982.14
"2016",7409.00,377.09,69401.67,967.58,5026.87,0.00,15277.43
"2016",7410.00,0.00,69991.10,127.66,5893.51,0.00,14855.81
"2016",7411.00,0.00,68424.00,2.39,6455.65,0.00,14451.44
"2016",7412.00,0.00,64857.43,0.00,6605.50,0.00,13947.30
"2016",7413.00,0.00,62074.89,0.00,6399.97,0.00,13246.59
"2016",7414.00,0.00,60042.75,0.00,6122.56,0.00,12245.05
"2016",7415.00,0.00,55250.17,0.00,5789.84,0.00,11447.57
"2016",7416.00,0.00,51545.24,0.00,5470.02,0.00,10947.93
"2016",7417.00,0.00,49799.42,0.00,4799.98,0.00,10721.36
"2016",7418.00,0.00,49081.69,0.00,4408.28,0.00,10668.10
"2016",7419.00,0.00,49761.95,0.00,4208.28,0.00,10693.60
"2016",7420.00,0.00,51403.03,0.00,4039.62,0.00,10827.89
"2016",7421.00,0.00,54418.09,0.00,4011.97,0.00,11344.79
"2016",7422.00,0.00,61974.96,0.00,4020.26,0.00,12804.72
"2016",7423.00,0.00,66961.63,8.59,4059.59,0.00,14090.59
"2016",7424.00,86.72,68433.36,384.69,3979.35,14.78,14204.85
"2016",7425.00,1269.65,67386.88,1578.49,3325.64,63.05,14141.57
"2016",7426.00,3358.71,66755.38,2931.17,2864.20,259.09,13910.27
"2016",7427.00,5046.19,66368.85,3561.54,2523.23,430.51,13724.60
"2016",7428.00,5766.63,65237.18,3809.66,2328.57,534.94,13543.65
"2016",7429.00,6196.99,64400.39,3897.54,2269.26,624.59,13414.24
"2016",7430.00,5925.17,64173.55,3801.57,1993.79,563.51,13572.85
"2016",7431.00,4223.32,65229.72,3434.15,2587.03,438.39,13992.80
"2016",7432.00,2063.05,67144.03,2571.78,3610.69,307.37,14646.72
"2016",7433.00,0.00,72690.05,1067.04,4998.37,0.00,15305.19
"2016",7434.00,0.00,72803.43,154.58,5914.53,0.00,15065.87
"2016",7435.00,0.00,70618.52,2.80,6501.32,0.00,14769.54
