"","","Mid","Mid","Mid","Mid","South","South","South","South","North","North","North","North"
"Year","Time","pv","gas","pmp_hydro","pmp_hydro2","pv","gas","pmp_hydro","pmp_hydro2","pv","gas","pmp_hydro","pmp_hydro2"
"2016",5153.00,9389.84,44301.88,0.00,0.00,2519.29,3835.52,0.00,0.00,904.37,8599.39,0.00,0.00
"2016",5154.00,5199.53,47568.83,0.00,0.00,1400.72,4745.80,0.00,0.00,564.49,8698.45,0.00,0.00
"2016",5155.00,1397.90,49503.59,0.00,0.00,329.06,5748.34,0.00,0.00,271.90,8738.96,0.00,0.00
"2016",5156.00,0.00,50717.97,0.00,0.00,23.40,5877.96,0.00,0.00,68.96,8993.67,0.00,0.00
"2016",5157.00,0.00,48755.97,0.00,0.00,0.00,5972.33,0.00,0.00,0.00,9073.13,0.00,0.00
"2016",5158.00,0.00,44737.81,0.00,0.00,0.00,6140.07,0.00,0.00,0.00,8536.73,0.00,0.00
"2016",5159.00,0.00,41820.75,0.00,0.00,0.00,5785.23,0.00,0.00,0.00,8134.61,0.00,0.00
"2016",5160.00,0.00,39602.21,0.00,0.00,0.00,5238.69,0.00,0.00,0.00,7869.78,0.00,0.00
"2016",5161.00,0.00,38525.13,0.00,0.00,0.00,4818.41,0.00,0.00,0.00,7683.73,0.00,0.00
"2016",5162.00,0.00,38239.77,0.00,0.00,0.00,4510.58,0.00,0.00,8.87,7568.33,0.00,0.00
"2016",5163.00,0.00,38060.09,0.00,0.00,0.00,4314.27,0.00,0.00,35.47,7423.20,0.00,0.00
"2016",5164.00,0.00,38185.00,0.00,0.00,0.00,4155.74,0.00,0.00,111.32,7118.53,0.00,0.00
"2016",5165.00,1029.67,38837.73,0.00,0.00,0.00,4122.56,0.00,0.00,225.60,7192.55,0.00,0.00
"2016",5166.00,3329.38,40119.96,0.00,0.00,10.14,4125.32,0.00,0.00,409.82,7427.70,0.00,0.00
"2016",5167.00,7299.59,39779.74,0.00,0.00,224.92,3735.43,0.00,0.00,702.41,7643.76,0.00,0.00
"2016",5168.00,11897.99,37500.76,0.00,0.00,1110.65,3104.08,0.00,0.00,958.55,7963.79,0.00,0.00
"2016",5169.00,16214.60,34504.32,0.00,0.00,2353.45,2353.44,0.00,0.00,1156.57,8058.36,0.00,0.00
"2016",5170.00,19052.84,32402.08,0.00,0.00,3199.62,1938.61,0.00,0.00,1264.93,8013.76,0.00,0.00
"2016",5171.00,20916.18,29078.28,0.00,0.00,3626.68,1694.03,0.00,0.00,1298.43,7917.25,0.00,0.00
"2016",5172.00,21955.73,26023.90,0.00,0.00,3823.24,1654.16,0.00,0.00,1250.16,7787.72,0.00,0.00
"2016",5173.00,22857.63,23731.68,0.00,0.00,3805.53,1600.90,0.00,0.00,1154.60,7772.24,0.00,0.00
"2016",5174.00,21758.53,23951.63,0.00,0.00,3631.43,1641.36,0.00,0.00,1042.29,7787.77,0.00,0.00
"2016",5175.00,19486.92,25989.76,0.00,0.00,3361.09,1906.17,0.00,0.00,897.47,7935.59,0.00,0.00
"2016",5176.00,15972.56,30159.41,0.00,0.00,3001.83,2162.20,0.00,0.00,710.29,8193.29,0.00,0.00
"2016",5177.00,11333.05,35383.09,0.00,0.00,2357.66,2749.23,0.00,0.00,484.69,8395.63,0.00,0.00
"2016",5178.00,6185.21,39970.78,0.00,0.00,1159.56,3951.02,0.00,0.00,284.71,8452.33,0.00,0.00
"2016",5179.00,1638.61,42767.72,0.00,0.00,250.94,4933.37,0.00,0.00,161.56,8458.44,0.00,0.00
"2016",5180.00,0.00,44938.62,0.00,0.00,16.82,5270.72,0.00,0.00,34.48,8720.56,0.00,0.00
"2016",5181.00,0.00,43888.44,0.00,0.00,0.00,5512.42,0.00,0.00,0.00,8761.04,0.00,0.00
"2016",5182.00,0.00,40706.20,0.00,0.00,0.00,5662.65,0.00,0.00,0.00,8324.42,0.00,0.00
"2016",5183.00,0.00,38209.98,0.00,0.00,0.00,5369.56,0.00,0.00,0.00,7832.27,0.00,0.00
"2016",5184.00,0.00,36308.52,0.00,0.00,0.00,4867.26,0.00,0.00,0.00,7529.93,0.00,0.00
"2016",5185.00,0.00,35238.16,0.00,0.00,0.00,4533.62,0.00,0.00,0.00,7422.65,0.00,0.00
"2016",5186.00,0.00,34762.55,0.00,0.00,0.00,4282.93,0.00,0.00,8.87,7349.27,0.00,0.00
"2016",5187.00,0.00,34742.37,0.00,0.00,0.00,4070.03,0.00,0.00,31.52,7172.07,0.00,0.00
"2016",5188.00,0.00,34686.65,0.00,0.00,0.00,3941.00,0.00,0.00,79.80,6853.71,0.00,0.00
"2016",5189.00,1085.31,33746.42,0.00,0.00,0.00,3836.85,0.00,0.00,183.24,6805.79,0.00,0.00
"2016",5190.00,3446.55,33747.84,0.00,0.00,9.03,3847.17,0.00,0.00,366.48,6949.65,0.00,0.00
"2016",5191.00,7524.70,32868.27,0.00,0.00,199.59,3500.85,0.00,0.00,645.27,7142.74,0.00,0.00
"2016",5192.00,12303.36,30582.95,0.00,0.00,986.61,2810.61,0.00,0.00,890.58,7460.85,0.00,0.00
"2016",5193.00,16658.34,28007.41,0.00,0.00,2237.50,1808.57,0.00,0.00,1154.60,7586.94,0.00,0.00
"2016",5194.00,19942.30,26931.41,0.00,0.00,3183.53,1203.55,0.00,0.00,1423.54,7663.84,0.00,0.00
"2016",5195.00,21984.90,24086.53,0.00,0.00,3618.52,1007.27,0.00,0.00,1585.11,7476.02,0.00,0.00
"2016",5196.00,22796.99,21559.37,0.00,0.00,3856.81,893.40,0.00,0.00,1592.00,7322.83,0.00,0.00
"2016",5197.00,22871.32,20573.22,0.00,0.00,3897.65,805.56,0.00,0.00,1676.73,7165.34,0.00,0.00
"2016",5198.00,21758.30,20862.82,0.00,0.00,3793.41,754.04,0.00,0.00,1531.91,7243.39,0.00,0.00
"2016",5199.00,19504.92,23206.52,0.00,0.00,3531.60,978.98,0.00,0.00,1260.01,7529.54,0.00,0.00
"2016",5200.00,15965.80,27880.37,0.00,0.00,3102.51,1304.84,0.00,0.00,991.06,7929.78,0.00,0.00
"2016",5201.00,11331.11,34345.43,0.00,0.00,2416.82,1928.78,0.00,0.00,689.60,8249.24,0.00,0.00
"2016",5202.00,6161.81,39795.29,0.00,0.00,1288.82,3069.69,0.00,0.00,394.06,8568.04,0.00,0.00
"2016",5203.00,1614.99,43654.15,0.00,0.00,284.58,4141.21,0.00,0.00,206.88,8725.96,0.00,0.00
"2016",5204.00,0.00,46273.20,0.00,0.00,17.64,4584.18,0.00,0.00,34.48,9074.66,0.00,0.00
"2016",5205.00,0.00,46226.12,0.00,0.00,0.00,5027.63,0.00,0.00,0.00,9109.14,0.00,0.00
"2016",5206.00,0.00,42451.05,0.00,0.00,0.00,5221.18,0.00,0.00,0.00,8445.95,0.00,0.00
"2016",5207.00,0.00,39540.72,0.00,0.00,0.00,4983.39,0.00,0.00,0.00,7910.30,0.00,0.00
"2016",5208.00,0.00,38063.94,0.00,0.00,0.00,4611.96,0.00,0.00,0.00,7709.99,0.00,0.00
"2016",5209.00,0.00,37493.21,0.00,0.00,0.00,4267.26,0.00,0.00,0.00,7625.21,0.00,0.00
"2016",5210.00,0.00,37671.92,0.00,0.00,0.00,3983.39,0.00,0.00,5.91,7652.31,0.00,0.00
"2016",5211.00,0.00,39233.26,0.00,0.00,0.00,3824.87,0.00,0.00,35.47,7584.50,0.00,0.00
"2016",5212.00,0.00,42425.11,0.00,0.00,0.00,3773.26,0.00,0.00,74.87,7650.87,0.00,0.00
"2016",5213.00,954.02,48349.62,0.00,0.00,0.00,3792.61,0.00,0.00,211.81,8387.19,0.00,0.00
"2016",5214.00,3373.61,52820.08,0.00,0.00,9.30,3831.23,0.00,0.00,438.39,9399.21,0.00,0.00
"2016",5215.00,7467.01,52547.87,0.00,0.00,235.94,3679.25,0.00,0.00,803.88,9768.18,0.00,0.00
"2016",5216.00,12242.72,48416.88,0.00,0.00,1119.56,3297.94,0.00,0.00,1197.94,9776.24,0.00,0.00
"2016",5217.00,16544.27,45052.13,0.00,0.00,2401.05,2881.88,0.00,0.00,1568.36,9579.88,0.00,0.00
"2016",5218.00,19804.75,42999.40,0.00,0.00,3318.54,2361.62,0.00,0.00,1857.99,9422.28,0.00,0.00
"2016",5219.00,21775.78,40274.12,0.00,0.00,3790.54,2049.06,0.00,0.00,2030.39,9163.60,0.00,0.00
"2016",5220.00,22480.40,39174.61,0.00,0.00,4011.45,1986.68,0.00,0.00,2061.92,9123.08,0.00,0.00
"2016",5221.00,22479.71,38342.26,0.00,0.00,4074.16,1629.97,0.00,0.00,2007.74,9054.97,0.00,0.00
"2016",5222.00,21281.01,38780.95,0.00,0.00,4044.55,1706.58,0.00,0.00,1824.50,9088.92,0.00,0.00
"2016",5223.00,18853.61,40639.55,0.00,0.00,3903.20,1930.87,0.00,0.00,1581.17,9041.17,0.00,0.00
"2016",5224.00,15097.40,44423.63,0.00,0.00,3584.40,2215.57,0.00,0.00,1269.86,9202.43,0.00,0.00
"2016",5225.00,10373.65,49282.84,0.00,0.00,2972.00,2773.59,0.00,0.00,911.26,9367.47,0.00,0.00
"2016",5226.00,5372.30,53235.94,0.00,0.00,1721.35,3926.55,0.00,0.00,541.83,9472.07,0.00,0.00
"2016",5227.00,1266.02,54669.21,0.00,0.00,396.24,5079.31,0.00,0.00,241.36,9563.23,0.00,0.00
"2016",5228.00,0.00,55338.56,0.00,0.00,21.36,5358.34,0.00,0.00,43.35,9768.00,0.00,0.00
"2016",5229.00,0.00,52458.98,0.00,0.00,0.00,5535.46,0.00,0.00,0.00,9614.79,0.00,0.00
"2016",5230.00,0.00,47896.99,0.00,0.00,0.00,5708.73,0.00,0.00,0.00,8986.86,0.00,0.00
"2016",5231.00,0.00,44791.62,0.00,0.00,0.00,5335.46,0.00,0.00,0.00,8352.17,0.00,0.00
"2016",5232.00,0.00,43156.30,0.00,0.00,0.00,4769.57,0.00,0.00,0.00,8100.85,0.00,0.00
"2016",5233.00,0.00,42213.73,0.00,0.00,0.00,4398.14,0.00,0.00,0.00,8001.82,0.00,0.00
"2016",5234.00,0.00,42277.14,0.00,0.00,0.00,4112.43,0.00,0.00,3.94,7928.11,0.00,0.00
"2016",5235.00,0.00,43295.62,0.00,0.00,0.00,3996.30,0.00,0.00,36.45,7828.08,0.00,0.00
"2016",5236.00,0.00,46317.40,0.00,0.00,0.00,3897.68,0.00,0.00,90.63,7878.18,0.00,0.00
"2016",5237.00,1167.92,51561.05,0.00,0.00,0.00,3908.74,0.00,0.00,226.58,8687.50,0.00,0.00
"2016",5238.00,2407.76,56141.87,0.00,0.00,9.72,3962.62,0.00,0.00,442.33,9597.08,0.00,0.00
"2016",5239.00,5652.85,56122.26,0.00,0.00,245.05,3668.30,0.00,0.00,784.18,9822.40,0.00,0.00
"2016",5240.00,9154.62,54402.82,0.00,0.00,1114.78,3355.25,0.00,0.00,1143.76,9824.42,0.00,0.00
"2016",5241.00,12773.31,52377.17,0.00,0.00,2309.07,2935.15,0.00,0.00,1481.67,9726.59,0.00,0.00
"2016",5242.00,15224.49,51646.82,0.00,0.00,3139.44,2422.75,0.00,0.00,1734.85,9478.65,0.00,0.00
"2016",5243.00,16203.20,49857.17,0.00,0.00,3619.06,2131.15,0.00,0.00,1852.08,9323.91,0.00,0.00
"2016",5244.00,16240.95,49065.18,0.00,0.00,3913.77,1964.54,0.00,0.00,1912.18,9186.54,0.00,0.00
"2016",5245.00,15916.96,48341.88,0.00,0.00,4024.90,1633.14,0.00,0.00,1806.76,9252.94,0.00,0.00
"2016",5246.00,13781.78,49633.45,0.00,0.00,3981.80,1832.00,0.00,0.00,1723.03,9255.66,0.00,0.00
"2016",5247.00,11891.94,50110.89,0.00,0.00,3792.16,2007.82,0.00,0.00,1551.61,9143.49,0.00,0.00
"2016",5248.00,8984.52,52495.62,0.00,0.00,3433.09,2353.06,0.00,0.00,1235.38,9372.70,0.00,0.00
"2016",5249.00,5730.78,54769.32,0.00,0.00,2772.60,2952.72,0.00,0.00,864.96,9579.57,0.00,0.00
"2016",5250.00,2525.31,56412.49,0.00,0.00,1526.75,4091.66,0.00,0.00,506.37,9709.35,0.00,0.00
"2016",5251.00,582.80,55522.50,0.00,0.00,338.34,5178.69,0.00,0.00,226.58,9741.56,0.00,0.00
"2016",5252.00,0.00,54704.42,0.00,0.00,17.69,5468.00,0.00,0.00,38.42,10051.26,0.00,0.00
"2016",5253.00,0.00,51673.03,0.00,0.00,0.00,5646.98,0.00,0.00,0.00,9885.62,0.00,0.00
"2016",5254.00,0.00,47120.65,0.00,0.00,0.00,5763.11,0.00,0.00,0.00,9191.67,0.00,0.00
"2016",5255.00,0.00,43869.23,0.00,0.00,0.00,5399.06,0.00,0.00,0.00,8528.47,0.00,0.00
"2016",5256.00,0.00,42404.93,0.00,0.00,0.00,4774.17,0.00,0.00,0.00,8157.87,0.00,0.00
"2016",5257.00,0.00,41551.72,0.00,0.00,0.00,4401.83,0.00,0.00,0.00,8054.34,0.00,0.00
"2016",5258.00,0.00,41517.13,0.00,0.00,0.00,4168.65,0.00,0.00,2.96,7977.86,0.00,0.00
"2016",5259.00,0.00,42485.64,0.00,0.00,0.00,4030.40,0.00,0.00,31.52,7873.52,0.00,0.00
"2016",5260.00,0.00,45551.63,0.00,0.00,0.00,3890.31,0.00,0.00,72.90,7913.17,0.00,0.00
"2016",5261.00,293.49,52529.64,0.00,0.00,0.00,3868.19,0.00,0.00,209.84,8723.75,0.00,0.00
"2016",5262.00,875.34,57620.49,0.00,0.00,8.21,3993.62,0.00,0.00,433.47,9752.99,0.00,0.00
"2016",5263.00,2602.07,59667.87,0.00,0.00,223.42,3735.09,0.00,0.00,766.45,10148.47,0.00,0.00
"2016",5264.00,4340.63,59299.44,0.00,0.00,1033.92,3469.28,0.00,0.00,1126.03,10157.25,0.00,0.00
"2016",5265.00,6015.91,59232.57,0.00,0.00,2186.77,3109.98,0.00,0.00,1467.87,10018.71,0.00,0.00
"2016",5266.00,7476.56,59152.63,0.00,0.00,3017.07,2676.00,0.00,0.00,1727.95,9867.41,0.00,0.00
"2016",5267.00,8681.57,56727.37,0.00,0.00,3429.99,2452.94,0.00,0.00,1875.73,9710.64,0.00,0.00
"2016",5268.00,9167.76,54962.32,0.00,0.00,3622.39,2347.17,0.00,0.00,1908.24,9596.35,0.00,0.00
"2016",5269.00,11457.88,51305.91,0.00,0.00,3632.05,2143.97,0.00,0.00,1859.96,9554.60,0.00,0.00
"2016",5270.00,10365.70,51032.77,0.00,0.00,3513.59,2377.63,0.00,0.00,1691.50,9615.78,0.00,0.00
"2016",5271.00,8172.65,51630.85,0.00,0.00,3167.97,2783.16,0.00,0.00,1438.32,9552.37,0.00,0.00
"2016",5272.00,5763.96,53588.92,0.00,0.00,2720.99,3198.80,0.00,0.00,1150.66,9717.75,0.00,0.00
"2016",5273.00,3589.51,54820.80,0.00,0.00,2106.60,3737.62,0.00,0.00,796.00,9763.31,0.00,0.00
"2016",5274.00,1655.10,55364.90,0.00,0.00,1053.32,4679.37,0.00,0.00,452.18,9818.30,0.00,0.00
"2016",5275.00,372.89,54658.20,0.00,0.00,242.44,5375.05,0.00,0.00,188.16,9940.53,0.00,0.00
"2016",5276.00,0.00,54136.57,0.00,0.00,14.75,5529.01,0.00,0.00,19.70,10067.72,0.00,0.00
"2016",5277.00,0.00,50740.07,0.00,0.00,0.00,5721.64,0.00,0.00,0.00,9806.10,0.00,0.00
"2016",5278.00,0.00,46015.70,0.00,0.00,0.00,5846.98,0.00,0.00,0.00,9140.65,0.00,0.00
"2016",5279.00,0.00,42971.82,0.00,0.00,0.00,5498.60,0.00,0.00,0.00,8553.98,0.00,0.00
"2016",5280.00,0.00,40851.28,0.00,0.00,0.00,4892.15,0.00,0.00,0.00,8271.15,0.00,0.00
"2016",5281.00,0.00,39944.27,0.00,0.00,0.00,4508.74,0.00,0.00,0.00,8143.61,0.00,0.00
"2016",5282.00,0.00,40015.37,0.00,0.00,0.00,4194.45,0.00,0.00,2.96,8038.63,0.00,0.00
"2016",5283.00,0.00,40756.16,0.00,0.00,0.00,4034.09,0.00,0.00,28.57,8016.01,0.00,0.00
"2016",5284.00,0.00,44027.76,0.00,0.00,0.00,3929.94,0.00,0.00,62.06,8108.56,0.00,0.00
"2016",5285.00,434.06,50472.23,0.00,0.00,0.00,3937.31,0.00,0.00,146.79,8907.59,0.00,0.00
"2016",5286.00,1030.45,55811.80,0.00,0.00,3.21,3954.38,0.00,0.00,320.17,9917.30,0.00,0.00
"2016",5287.00,2878.61,57805.01,0.00,0.00,90.49,3823.78,0.00,0.00,577.30,10374.38,0.00,0.00
"2016",5288.00,5133.84,57215.84,0.00,0.00,557.76,3985.08,0.00,0.00,864.96,10486.58,0.00,0.00
"2016",5289.00,7216.51,56550.39,0.00,0.00,1550.29,3785.17,0.00,0.00,1160.51,10440.11,0.00,0.00
"2016",5290.00,8675.91,56267.04,0.00,0.00,2322.87,3395.08,0.00,0.00,1376.25,10305.38,0.00,0.00
"2016",5291.00,9470.46,54239.74,0.00,0.00,2698.00,3112.12,0.00,0.00,1499.40,10125.22,0.00,0.00
"2016",5292.00,9667.41,52813.91,0.00,0.00,2949.27,3085.73,0.00,0.00,1530.92,9973.66,0.00,0.00
"2016",5293.00,10936.83,50638.43,0.00,0.00,2995.82,2855.77,0.00,0.00,1522.06,9916.51,0.00,0.00
"2016",5294.00,9507.86,51145.01,0.00,0.00,2887.40,3054.51,0.00,0.00,1394.97,9964.82,0.00,0.00
"2016",5295.00,8157.55,50839.83,0.00,0.00,2647.59,3355.16,0.00,0.00,1259.02,9761.68,0.00,0.00
"2016",5296.00,6363.84,52114.69,0.00,0.00,2427.50,3531.00,0.00,0.00,1031.45,9830.20,0.00,0.00
"2016",5297.00,3907.00,54014.26,0.00,0.00,1917.24,3942.64,0.00,0.00,735.91,9851.91,0.00,0.00
"2016",5298.00,1799.25,54656.75,0.00,0.00,1077.21,4708.02,0.00,0.00,429.53,9860.46,0.00,0.00
"2016",5299.00,355.50,54054.91,0.00,0.00,256.41,5423.75,0.00,0.00,180.28,9896.64,0.00,0.00
"2016",5300.00,0.00,53401.54,0.00,0.00,16.04,5618.03,0.00,0.00,19.70,10158.50,0.00,0.00
"2016",5301.00,0.00,49938.74,0.00,0.00,0.00,5822.10,0.00,0.00,0.00,9913.38,0.00,0.00
"2016",5302.00,0.00,45489.17,0.00,0.00,0.00,5819.33,0.00,0.00,0.00,9203.67,0.00,0.00
"2016",5303.00,0.00,42627.84,0.00,0.00,0.00,5521.64,0.00,0.00,0.00,8648.51,0.00,0.00
"2016",5304.00,0.00,41006.94,0.00,0.00,0.00,4952.98,0.00,0.00,0.00,8386.68,0.00,0.00
"2016",5305.00,0.00,39921.21,0.00,0.00,0.00,4503.21,0.00,0.00,0.00,8192.38,0.00,0.00
"2016",5306.00,0.00,39907.76,0.00,0.00,0.00,4235.93,0.00,0.00,0.00,8127.11,0.00,0.00
"2016",5307.00,0.00,41019.43,0.00,0.00,0.00,4056.20,0.00,0.00,15.76,8074.58,0.00,0.00
"2016",5308.00,0.00,43960.50,0.00,0.00,0.00,3973.26,0.00,0.00,46.30,8122.07,0.00,0.00
"2016",5309.00,172.55,50239.87,0.00,0.00,0.00,3954.82,0.00,0.00,154.67,8954.47,0.00,0.00
"2016",5310.00,1051.85,55357.07,0.00,0.00,7.77,3991.29,0.00,0.00,343.82,9835.89,0.00,0.00
"2016",5311.00,2876.61,57071.98,0.00,0.00,242.74,3743.42,0.00,0.00,654.14,10214.26,0.00,0.00
"2016",5312.00,4819.51,56709.63,0.00,0.00,1216.98,3222.63,0.00,0.00,947.71,10314.55,0.00,0.00
"2016",5313.00,6900.34,56180.52,0.00,0.00,2582.27,2688.68,0.00,0.00,1257.05,10290.30,0.00,0.00
"2016",5314.00,8873.84,55586.77,0.00,0.00,3419.56,2208.99,0.00,0.00,1468.86,10128.76,0.00,0.00
"2016",5315.00,9844.02,53452.07,0.00,0.00,3809.96,2071.12,0.00,0.00,1592.99,9925.10,0.00,0.00
"2016",5316.00,10924.18,50526.17,0.00,0.00,3965.42,2118.43,0.00,0.00,1635.35,9648.68,0.00,0.00
"2016",5317.00,12970.79,47013.35,0.00,0.00,3969.17,1893.48,0.00,0.00,1670.81,9354.38,0.00,0.00
"2016",5318.00,12885.74,45560.12,0.00,0.00,3897.08,2061.42,0.00,0.00,1577.22,9228.91,0.00,0.00
"2016",5319.00,11540.28,45824.66,0.00,0.00,3752.38,2186.77,0.00,0.00,1353.60,9184.71,0.00,0.00
"2016",5320.00,8839.90,48297.32,0.00,0.00,3444.18,2411.10,0.00,0.00,1040.32,9356.95,0.00,0.00
"2016",5321.00,5769.18,51116.31,0.00,0.00,2819.96,2959.74,0.00,0.00,677.78,9450.91,0.00,0.00
"2016",5322.00,2693.70,53000.37,0.00,0.00,1633.68,3943.26,0.00,0.00,384.21,9475.15,0.00,0.00
"2016",5323.00,406.31,53367.08,0.00,0.00,386.79,5185.53,0.00,0.00,162.55,9416.23,0.00,0.00
"2016",5324.00,0.00,53038.35,0.00,0.00,19.53,5463.40,0.00,0.00,18.72,9520.30,0.00,0.00
"2016",5325.00,0.00,50022.33,0.00,0.00,0.00,5714.26,0.00,0.00,0.00,9241.18,0.00,0.00
"2016",5326.00,0.00,45699.59,0.00,0.00,0.00,5774.17,0.00,0.00,0.00,8713.03,0.00,0.00
"2016",5327.00,0.00,42575.00,0.00,0.00,0.00,5388.00,0.00,0.00,0.00,8377.68,0.00,0.00
"2016",5328.00,0.00,40193.12,0.00,0.00,0.00,4914.27,0.00,0.00,0.00,8132.36,0.00,0.00
"2016",5329.00,0.00,38798.01,0.00,0.00,0.00,4485.70,0.00,0.00,0.00,7949.31,0.00,0.00
"2016",5330.00,0.00,38555.88,0.00,0.00,0.00,4194.45,0.00,0.00,0.00,7785.76,0.00,0.00
"2016",5331.00,0.00,38508.80,0.00,0.00,0.00,4039.62,0.00,0.00,3.94,7703.80,0.00,0.00
"2016",5332.00,0.00,39205.39,0.00,0.00,0.00,3898.60,0.00,0.00,36.45,7479.98,0.00,0.00
"2016",5333.00,20.57,40122.58,0.00,0.00,0.00,3856.21,0.00,0.00,105.41,7551.31,0.00,0.00
"2016",5334.00,589.46,42798.40,0.00,0.00,8.51,3881.79,0.00,0.00,240.38,7923.49,0.00,0.00
"2016",5335.00,2264.15,44618.21,0.00,0.00,271.11,3492.01,0.00,0.00,460.06,8260.47,0.00,0.00
"2016",5336.00,4353.02,45393.55,0.00,0.00,1283.56,2661.12,0.00,0.00,695.52,8586.93,0.00,0.00
"2016",5337.00,6836.07,44704.37,0.00,0.00,2621.92,1703.41,0.00,0.00,934.91,8621.37,0.00,0.00
"2016",5338.00,9436.07,43133.40,0.00,0.00,3466.33,1281.12,0.00,0.00,1135.88,8525.43,0.00,0.00
"2016",5339.00,11220.31,39847.39,0.00,0.00,3845.96,1031.44,0.00,0.00,1252.13,8382.17,0.00,0.00
"2016",5340.00,12225.47,36690.96,0.00,0.00,4025.01,1001.70,0.00,0.00,1287.59,8161.40,0.00,0.00
"2016",5341.00,13347.19,33771.54,0.00,0.00,4082.57,920.17,0.00,0.00,1398.91,7958.55,0.00,0.00
"2016",5342.00,12809.86,33121.29,0.00,0.00,4051.53,797.30,0.00,0.00,1242.27,8044.67,0.00,0.00
"2016",5343.00,11489.32,33871.10,0.00,0.00,3913.89,916.51,0.00,0.00,1041.30,8148.86,0.00,0.00
"2016",5344.00,9249.37,36824.94,0.00,0.00,3580.29,1121.07,0.00,0.00,827.53,8372.39,0.00,0.00
"2016",5345.00,6338.34,40078.98,0.00,0.00,2973.65,1722.18,0.00,0.00,585.18,8577.23,0.00,0.00
"2016",5346.00,3208.28,42782.44,0.00,0.00,1713.14,3004.81,0.00,0.00,347.76,8650.35,0.00,0.00
"2016",5347.00,632.40,43898.83,0.00,0.00,392.52,4386.26,0.00,0.00,148.76,8762.33,0.00,0.00
"2016",5348.00,0.00,44806.03,0.00,0.00,18.01,4789.35,0.00,0.00,13.79,9068.34,0.00,0.00
"2016",5349.00,0.00,43163.98,0.00,0.00,0.00,5272.79,0.00,0.00,0.00,8911.09,0.00,0.00
"2016",5350.00,0.00,39921.21,0.00,0.00,0.00,5282.93,0.00,0.00,0.00,8559.23,0.00,0.00
"2016",5351.00,0.00,37316.42,0.00,0.00,0.00,4955.74,0.00,0.00,0.00,8157.12,0.00,0.00
"2016",5352.00,0.00,35000.84,0.00,0.00,0.00,4565.88,0.00,0.00,0.00,7889.29,0.00,0.00
"2016",5353.00,0.00,33792.12,0.00,0.00,0.00,4207.36,0.00,0.00,0.00,7784.26,0.00,0.00
"2016",5354.00,0.00,33364.56,0.00,0.00,0.00,3904.13,0.00,0.00,0.00,7719.74,0.00,0.00
"2016",5355.00,0.00,33479.85,0.00,0.00,0.00,3756.67,0.00,0.00,16.75,7557.45,0.00,0.00
"2016",5356.00,0.00,33679.71,0.00,0.00,0.00,3662.66,0.00,0.00,47.29,7316.85,0.00,0.00
"2016",5357.00,148.34,33583.25,0.00,0.00,0.00,3625.79,0.00,0.00,117.23,7303.92,0.00,0.00
"2016",5358.00,2087.32,33441.01,0.00,0.00,7.29,3626.79,0.00,0.00,287.66,7387.06,0.00,0.00
"2016",5359.00,5824.86,32870.34,0.00,0.00,230.56,3197.08,0.00,0.00,526.07,7640.80,0.00,0.00
"2016",5360.00,10062.93,31354.28,0.00,0.00,1101.09,2373.55,0.00,0.00,808.81,7896.72,0.00,0.00
"2016",5361.00,13956.15,29370.21,0.00,0.00,2303.26,1431.29,0.00,0.00,1096.47,8045.68,0.00,0.00
"2016",5362.00,16627.72,28885.48,0.00,0.00,3087.96,985.76,0.00,0.00,1323.06,8139.44,0.00,0.00
"2016",5363.00,18646.65,25808.68,0.00,0.00,3543.42,757.02,0.00,0.00,1439.30,8102.71,0.00,0.00
"2016",5364.00,19964.43,22345.38,0.00,0.00,3772.65,692.77,0.00,0.00,1407.78,8072.72,0.00,0.00
"2016",5365.00,20908.58,19680.40,0.00,0.00,3871.21,564.72,0.00,0.00,1425.51,7949.96,0.00,0.00
"2016",5366.00,19795.69,20011.18,0.00,0.00,3843.25,424.01,0.00,0.00,1289.56,8065.65,0.00,0.00
"2016",5367.00,17675.01,22054.99,0.00,0.00,3712.17,505.32,0.00,0.00,1097.46,8293.77,0.00,0.00
"2016",5368.00,14227.03,26958.62,0.00,0.00,3460.54,675.85,0.00,0.00,873.83,8606.67,0.00,0.00
"2016",5369.00,9716.78,33062.88,0.00,0.00,2906.01,1164.02,0.00,0.00,597.99,8951.53,0.00,0.00
"2016",5370.00,4794.45,38643.37,0.00,0.00,1653.92,2503.67,0.00,0.00,325.10,9252.18,0.00,0.00
"2016",5371.00,745.25,43180.66,0.00,0.00,378.36,3852.04,0.00,0.00,128.07,9482.97,0.00,0.00
"2016",5372.00,0.00,46174.24,0.00,0.00,16.82,4338.00,0.00,0.00,5.91,9755.17,0.00,0.00
"2016",5373.00,0.00,44943.43,0.00,0.00,0.00,4892.15,0.00,0.00,0.00,9419.73,0.00,0.00
"2016",5374.00,0.00,41356.68,0.00,0.00,0.00,5017.49,0.00,0.00,0.00,8902.83,0.00,0.00
"2016",5375.00,0.00,38337.77,0.00,0.00,0.00,4784.31,0.00,0.00,0.00,8482.71,0.00,0.00
"2016",5376.00,0.00,36741.85,0.00,0.00,0.00,4408.28,0.00,0.00,0.00,8196.88,0.00,0.00
"2016",5377.00,0.00,36106.74,0.00,0.00,0.00,3996.30,0.00,0.00,0.00,8086.60,0.00,0.00
"2016",5378.00,0.00,36201.86,0.00,0.00,0.00,3807.36,0.00,0.00,0.00,8112.85,0.00,0.00
